Epoch,TrainLoss,TrainDice,TrainIoU,TrainGlobalDice,TrainGlobalIoU,ValLoss,ValDice,ValIoU,ValGlobalDice,ValGlobalIoU
1,0.8965516936566148,0.29462615041982865,0.20228685451694428,0.3148244381929265,0.20227247547650679,0.80483361830314,0.37545961508470954,0.2595294403533141,0.3688111630353061,0.2318024763160131
2,0.6703022765358547,0.47604207868009607,0.3455219858638457,0.4905667764673419,0.33565059361272465,0.7783736157597918,0.4357350678042029,0.31600263782522897,0.4022220235430833,0.2638502565748764
3,0.6258925152821587,0.5102612797863997,0.3784202563640575,0.5232219674639532,0.36552278756483636,0.6613867077412028,0.4833998874281392,0.3544276656978058,0.492591689143217,0.33446770313788543
4,0.5995315904547642,0.5315147339216699,0.39955948112897616,0.5457169095944109,0.3872858297395219,0.6940665556625887,0.4705361393139218,0.34461472860791464,0.4627279018362363,0.31014426120302896
5,0.5687916105395401,0.5551134142057075,0.4219893391679537,0.5702923476067069,0.40978477662429214,0.649211389774626,0.4884242331326911,0.3691971742294051,0.513576217277935,0.3586590119891546
6,0.5514309664148015,0.5690882797655347,0.4359778663591034,0.5782177441620401,0.41920172746668194,0.6423735839850975,0.4737672673360184,0.36476707051448237,0.5249119974491405,0.37180190759618614
7,0.5453443706471037,0.5731839283835143,0.440460078805298,0.5894354704356233,0.4309668816662357,0.5932871992840911,0.5385015234351158,0.4052914181216197,0.5664718419764981,0.40535327413994254
8,0.5245441855354742,0.588519036661011,0.45578805468492695,0.6030369753671156,0.44453698544242937,0.6336071256435278,0.5286332894906853,0.4004792030336279,0.5265388452645504,0.37056854006015894
9,0.515688795330269,0.5960945982679531,0.464141123964415,0.6123412484303117,0.4537078946308753,0.7534410770643841,0.39697038241182314,0.28639172895275283,0.41846308812047495,0.27420445218343625
10,0.5009538042419529,0.6074004317452382,0.47398821268133917,0.6232653432949022,0.4656274295291053,0.7854510563792605,0.3789285622029142,0.26836071439990494,0.39191802596729813,0.2517091344026002
11,0.49318033865616695,0.6127531967041168,0.47984184071953806,0.6276540260568455,0.4706412199279898,0.5844673952369979,0.5445235106303836,0.419728168596824,0.5716677129720197,0.41299918999500346
12,0.48615884062434944,0.6193130582128047,0.48698216686010143,0.6329935045048062,0.47627468429700104,0.5715938478030942,0.5563585440995116,0.42965127245494816,0.5799832407272223,0.4206722180613063
13,0.48110328641320976,0.6223028462594474,0.49168302080281723,0.6373714553074605,0.4821121511355244,0.7738550763690111,0.3871331179909634,0.28157103936554806,0.41340771069129306,0.2726845830029836
