SampleId,Threshold,PredictionProbabilityMean,PredictionProbabilityMax,GroundTruthPixels,PredictedPixels,TruePositivePixels,FalsePositivePixels,FalseNegativePixels,TrueNegativePixels,Dice,IoU,Precision,Recall
6903afdc-167b-4fdb-8f51-6f1d58111946,0.4,0.02222864143550396,0.9998804330825806,756,851,697,154,59,39090,0.8674548849611358,0.7659340661912812,0.8190364279447281,0.9219576720609025
365a3850-e629-476a-83cf-dc4ef3355295,0.4,0.015284889377653599,0.9923011064529419,96,621,45,576,51,39328,0.12552301377193442,0.06696428710273171,0.07246376960955914,0.4687500055338541
1545c4a6-add6-4acb-9a74-4de5a97e8843,0.4,0.018014218658208847,0.9999885559082031,560,723,408,315,152,39125,0.6360093533624245,0.46628571489567344,0.5643153532997022,0.7285714290561225
e00a0f4f-f778-43a7-bb30-0fb8c1ed99d1,0.4,0.006677454337477684,0.9999635219573975,731,264,247,17,484,39252,0.49648241256634934,0.33021390463875144,0.935606060849977,0.3378932977593799
1b6aba7b-2f80-41ec-b6b3-f07739b609a1,0.4,0.016228849068284035,0.9999960660934448,531,655,489,166,42,39303,0.8246205735036926,0.7015781926806626,0.7465648858831071,0.9209039549512167
04547b46-ef41-4254-b553-a11f16acbd40,0.4,0.02055058255791664,0.9967148303985596,997,825,578,247,419,38756,0.6344676182028169,0.46463022551074734,0.7006060609689624,0.5797392180744843
b9df4252-d935-4884-a61e-84e58a75769b,0.4,0.02642081305384636,0.999992847442627,2622,1092,999,93,1623,37285,0.5379644589289272,0.3679558013377695,0.9148351649131545,0.38100686522463506
a833f58b-77e2-4984-9119-f3437717bb17,0.4,0.022444341331720352,0.9999567270278931,428,911,419,492,9,39080,0.6258401795176697,0.45543478320061437,0.45993413890237744,0.9789719626659533
28b6bb2b-3fae-422d-bbfa-856ec84d7804,0.4,0.01782907545566559,0.9995348453521729,789,705,551,154,238,39057,0.7376171353831211,0.5843054087122954,0.7815602839977869,0.6983523451224939
b79fa8ed-1650-487b-91f2-ea5cfe04cadc,0.4,0.012762840837240219,0.9999550580978394,254,498,254,244,0,39502,0.6755319153250905,0.5100401616264254,0.5100401616264254,1.0
d2547ba7-fc8c-4e48-8481-352a3a4d4b21,0.4,0.05808018893003464,0.9992984533309937,624,2381,518,1863,106,37513,0.3447587356589822,0.20828307229260834,0.21755564921564233,0.8301282054004355
c8bdeb22-a3ba-4788-81cc-093056de4a8e,0.4,0.04026395082473755,0.9998347759246826,1623,1631,1477,154,146,38223,0.9078057775329423,0.831176139656063,0.9055793991995221,0.9100431300615878
b29e84a0-c8ab-4251-8124-54afcb4ceb9c,0.4,0.021543772891163826,0.999996542930603,1150,867,741,126,409,38724,0.7347545861503448,0.5807210034633847,0.8546712804444391,0.6443478263962192
5da1b659-166e-4285-843d-f71c29baa660,0.4,0.03490358591079712,0.9994932413101196,636,1414,635,779,1,38585,0.6195121953075551,0.4487632512729588,0.4490806227375667,0.998427672958447
0eb3d9ee-d7ac-4344-8748-119817f51be3,0.4,0.02119816280901432,0.999984860420227,413,856,392,464,21,39123,0.6178092989615371,0.44697833586433483,0.4579439258668879,0.9491525424959987
e2a81b7c-3fcf-4a28-afc6-6929aa7d6c7e,0.4,0.04188407212495804,0.9999788999557495,1319,1698,1241,457,78,38224,0.8226715280667314,0.6987612614308777,0.730859835258622,0.9408642911744775
289dbcc3-8a1b-46fd-afd8-ed61454f54b5,0.4,0.06605055928230286,0.9996494054794312,1206,2675,1160,1515,46,37279,0.59778407637264,0.4263138554111306,0.43364486002480573,0.961857379799455
0330995a-5e30-4cb2-8ed7-f74c1e272b98,0.4,0.03288746625185013,0.9999527931213379,1101,1315,873,442,228,38457,0.722682119320082,0.5657809464900966,0.6638783272518035,0.7929155315232373
bfe23d76-85f1-4a6a-bfe6-5483a3869049,0.4,0.027150174602866173,0.9999289512634277,1375,1089,1027,62,348,38563,0.8336038961714269,0.7146833683265947,0.943067034028405,0.7469090910931571
dd4a4e28-9a9f-41a8-84e4-d20673ca31cd,0.4,0.061949409544467926,0.9997168183326721,2281,2501,1961,540,320,37179,0.8201589293558847,0.6951435662193749,0.7840863655401494,0.8597106532837745
67756e67-f943-4f44-a748-c0ac2d86403e,0.4,0.04119154438376427,0.999834418296814,3059,1694,1584,110,1475,36831,0.666526404446344,0.49984222167881287,0.9350649351032675,0.5178162799876378
789c743e-c04a-4aad-b156-67f965c09105,0.4,0.03334625065326691,0.9998844861984253,967,1347,967,380,0,38653,0.8357821954037243,0.7178916111968139,0.7178916111968139,1.0
7f4bf604-90fe-431f-8812-9496e3ef716a,0.4,0.025993624702095985,0.9990615248680115,625,1051,420,631,205,38744,0.5011933177200517,0.3343949049885391,0.39961941065687967,0.6720000005248
d29a55fc-23bc-4927-a41e-11365cf2b68a,0.4,0.015347798354923725,0.9989533424377441,368,625,242,383,126,39249,0.48741188369847743,0.32223701821273365,0.38720000098048,0.657608696582585
c18da7a8-eed2-49db-b6d8-9d0bcb91013b,0.4,0.0006468117935582995,0.6934823989868164,1162,12,0,12,1162,38826,8.517887556628715e-10,8.517887556628715e-10,8.333332638888946e-08,8.605851971939885e-10
3986fd15-5303-4fa6-930b-7f2c8e31daea,0.4,0.03492018207907677,0.9999779462814331,1581,1412,1187,225,394,38194,0.7931840962936237,0.6572535993038463,0.8406515581865074,0.7507906389938074
0d14e6dc-959f-4e96-a8d3-d6bc372f1817,0.4,0.05838992819190025,0.9998137354850769,3536,2370,2193,177,1343,36287,0.7426346089159102,0.5906275250227235,0.9253164557277146,0.6201923077997193
f11d2aa3-9384-404c-90e9-c3729fc9ad73,0.4,0.029407495632767677,0.9999704360961914,714,1178,610,568,104,38718,0.6448202961708138,0.4758190331701879,0.5178268255366495,0.8543417368986811
9d985b1c-5fdf-46f8-98a9-909c92ba0bc8,0.4,0.022186893969774246,0.9999772310256958,650,889,618,271,32,39079,0.8031189085099942,0.6710097723441805,0.6951631049548221,0.9507692308449704
73841ef8-5218-4d03-a2dd-72c84ac34fb4,0.4,0.005554069299250841,0.9955328702926636,417,227,181,46,236,39537,0.5621118019221867,0.39092872701743253,0.7973568290865338,0.4340527591509526
1aa936e5-83f9-4e0c-88f7-af7d9a50e57e,0.4,0.045085713267326355,0.9996191263198853,452,1794,433,1361,19,38187,0.38557435468140056,0.23883066782193563,0.24136008960905234,0.9579646018629102
ad08f042-2a02-4b28-bc46-4d116b66632a,0.4,0.017940297722816467,0.9999816417694092,1638,706,538,168,1100,38194,0.45904436883146577,0.2978959029358273,0.7620396603937115,0.3284493288593105
43187285-c9a9-4b94-9e16-c035ddddc1b4,0.4,0.009899191558361053,0.9999926090240479,1256,391,275,116,981,38628,0.3339404982793318,0.2004373183670282,0.7033248089429033,0.21894904520784308
5f129616-2b9b-4461-bbe7-ec1442caa9a3,0.4,0.01749546267092228,0.9988642930984497,784,714,496,218,288,38998,0.6622162886100025,0.4950099805439022,0.6946778715760814,0.6326530616930446
036334fd-fb89-46cd-958c-ff1bfcfa18db,0.4,0.020660365000367165,0.9999351501464844,6332,840,804,36,5528,33632,0.2242052427183205,0.12625628154424368,0.9571428571938776,0.12697409994836162
c6972a91-b63f-4f25-953c-3b2e6b1cab81,0.4,0.016907980665564537,0.9999865293502808,790,664,644,20,146,39190,0.8858321871486712,0.7950617286480719,0.9698795181176513,0.8151898736516584
7904e47a-1d48-414c-baf5-c629aed0c7fd,0.4,0.06616871058940887,0.9988473653793335,2193,2675,1462,1213,731,36594,0.6006573542315823,0.42924251337955305,0.5465420562442834,0.6666666668186655
dd3821a2-7d87-47af-9008-6dbb831895d8,0.4,0.03920004144310951,0.9999711513519287,1213,1589,1207,382,6,38405,0.8615274804205826,0.75673981206474,0.7595972311141616,0.9950535861541191
d6d3664a-bc38-4253-8938-faebf198da11,0.4,0.01750863343477249,0.9999957084655762,676,680,556,124,120,39200,0.8200589971828474,0.69500000038125,0.8176470590916955,0.8224852073631875
db77c88b-cfdb-4590-a51d-4d25cddb9773,0.4,0.05190250277519226,0.999895453453064,1899,2022,1695,327,204,37774,0.8645753634622353,0.761455525713632,0.8382789318307226,0.89257503955104
fdf389e8-75ea-44bf-9a3f-e0453560c284,0.4,0.037167903035879135,0.999893069267273,761,1499,761,738,0,38501,0.673451327578119,0.5076717815158961,0.5076717815158961,1.0
aa7e73c6-1d52-434c-aa4f-e72899242f6a,0.4,0.03357384726405144,0.9936913251876831,1939,1372,744,628,1195,37433,0.44941105422850774,0.2898324895637583,0.5422740528117536,0.3837029399774611
dc8cc16a-f9b2-4e11-8167-119d6ebb0971,0.4,0.02379518188536167,0.9999426603317261,748,963,626,337,122,38915,0.7317358271585414,0.5769585257355221,0.6500519214433521,0.8368983959399754
5d840532-9a7d-48ed-a05e-941d32529a0c,0.4,0.022778701037168503,0.9995392560958862,1013,900,660,240,353,38747,0.6900156823366358,0.5267358343761086,0.7333333336296296,0.6515301089323493
d42ee5e3-0a1e-472b-8871-256d7317e871,0.4,0.021930204704403877,0.9999620914459229,639,881,614,267,25,39094,0.8078947369684903,0.6777041946162206,0.6969353011385524,0.9608763693882999
7e57b19b-c673-4bc7-8f37-b9c5fc9a2383,0.4,0.04007434844970703,0.9999109506607056,795,1595,791,804,4,38401,0.6619246863339228,0.49468417792702674,0.49592476520631673,0.9949685534654483
a0e902b0-d7a9-4da1-9f4e-716fae143f97,0.4,0.03452224284410477,0.999887228012085,1967,1394,1350,44,617,37989,0.8033323416235251,0.6713078072246108,0.9684361549724274,0.6863243519642479
148b9f2d-ef1d-427a-b677-8ce3d1499c41,0.4,0.03029686026275158,0.9997170567512512,1650,1227,1003,224,647,38126,0.6972540842206277,0.5352187835991361,0.8174409129442208,0.607878788116437
df42990b-b232-4980-a0b9-d52f7531f71b,0.4,0.017848985269665718,0.9997918009757996,1092,725,358,367,734,38541,0.39405613682220353,0.2453735440401826,0.49379310414649225,0.32783882845436
d9d8cba5-2f88-4cda-9d14-f10e85272790,0.4,0.011729692108929157,0.998250424861908,2115,444,407,37,1708,37848,0.31809300534658347,0.18912639442884463,0.9166666668543544,0.19243498856149646
47d0fd41-6c26-4300-94b0-65d023a45906,0.4,0.052798524498939514,0.9947798252105713,626,2198,448,1750,178,37624,0.3172804534995466,0.188552188893707,0.20382165641318398,0.7156549525309026
26645bca-3668-497b-9876-46e4f897b5c4,0.4,0.06304044276475906,0.9999127388000488,2255,2572,1828,744,427,37001,0.757406256524258,0.6095365123009215,0.7107309487905401,0.8106430156050365
d4ff232c-e8ad-4412-8960-669058b29de6,0.4,0.018946751952171326,0.9998295307159424,794,746,256,490,538,38716,0.33246753290099507,0.19937694766403663,0.34316353975447245,0.32241813687352877
