EvalThreshold,FeatureConfig,ModelName,RunName,RunId,ModelRunId,Split,Checkpoint,Samples,InputChannels,MeanDice,MeanIoU,MeanPrecision,MeanRecall,GlobalDice,GlobalIoU,GlobalPrecision,GlobalRecall,GroundTruthPixels,PredictedPixels,TruePositivePixels,FalsePositivePixels,FalseNegativePixels
0.3,ConfigB,EnhancedUNet,Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,528,9,0.6143298506561753,0.4866210471196897,0.6399991634659086,0.6857258993610124,0.6667252760749651,0.500065938483059,0.6718824707362709,0.6616466489135828,722109,711108,477781,233327,244328
0.4,ConfigB,EnhancedUNet,Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,528,9,0.6153351571990745,0.4879730545213261,0.6508316809955392,0.6772483987057426,0.6668735326333423,0.5002327603254179,0.6826769243716464,0.6517852567968938,722109,689433,470660,218773,251449
0.5,ConfigB,EnhancedUNet,Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,528,9,0.6157082216371174,0.488574107040592,0.65850208078331,0.6693829702898049,0.6664608514291597,0.4997684935937334,0.6919889791066814,0.642749224840512,722109,670726,464135,206591,257974
0.6,ConfigB,EnhancedUNet,Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,528,9,0.615818993167772,0.4888618520836083,0.6657267038253246,0.6617383695621276,0.6657272694225719,0.4989439221581273,0.7008194525455371,0.633981850385975,722109,653241,457804,195437,264305
0.7,ConfigB,EnhancedUNet,Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,528,9,0.6155470118281965,0.4887061779168301,0.6756002366743534,0.653071209846405,0.6645022155530447,0.4975689389320797,0.7102808892282829,0.6242672505125622,722109,634663,450789,183874,271320
