SampleId,Threshold,PredictionProbabilityMean,PredictionProbabilityMax,GroundTruthPixels,PredictedPixels,TruePositivePixels,FalsePositivePixels,FalseNegativePixels,TrueNegativePixels,Dice,IoU,Precision,Recall,BestThreshold,Samples,TP,FP,FN,TN,GTArea,PredArea,ProbabilityMean,ProbabilityMax,RunTag,FeatureConfig,ModelName,Modelo,ShortLabel,ModelRunId,ExperimentId,ExperimentOrder,Specificity,FalsePositiveRate,FalseNegativeRate,BalancedAccuracy,MCC,AreaRatio,AbsoluteAreaError,RelativeAreaError,FPBurden,FNBurden,PredictedPositiveFraction,PlumeSizeBin,IsEmptyPrediction,IsNearEmptyPrediction,IsSevereFalseNegative,IsSevereFalsePositive,IsOversegmented,IsUndersegmented,IsSaturatedPrediction,IsAcceptablePrediction,PrimaryQualityCategory
9fb47db8-6931-4215-a761-9a39a4e0d1c9,0.3,0.0164,0.9983,496,702,379,323,117,39181,0.6327,0.4628,0.5399,0.7641,0.3,0.0164,379,323,117,39181,496,702,0.0164,0.9983,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9918,0.0082,0.2359,0.878,0.6371,1.4153,206,0.4153,0.6512,0.2359,0.0176,Pequeña,False,False,False,False,False,False,False,True,Aceptable
29028f7b-ae03-415d-9fec-afd370aad287,0.3,0.0338,0.9982,323,1497,322,1175,1,38502,0.3538,0.215,0.2151,0.9969,0.3,0.0338,322,1175,1,38502,323,1497,0.0338,0.9982,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9704,0.0296,0.0031,0.9836,0.4561,4.6347,1174,3.6347,3.6378,0.0031,0.0374,Pequeña,False,False,False,True,True,False,False,False,FP severo
0552676d-e02d-4d1d-a0f8-96f481aebd36,0.3,0.0103,0.9961,292,411,248,163,44,39545,0.7055,0.5451,0.6034,0.8493,0.3,0.0103,248,163,44,39545,292,411,0.0103,0.9961,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9959,0.0041,0.1507,0.9226,0.7135,1.4075,119,0.4075,0.5582,0.1507,0.0103,Pequeña,False,False,False,False,False,False,False,True,Aceptable
72360c90-928d-480d-b95b-69b283facef6,0.3,0.028,0.997,298,1244,264,980,34,38722,0.3424,0.2066,0.2122,0.8859,0.3,0.028,264,980,34,38722,298,1244,0.028,0.997,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9753,0.0247,0.1141,0.9306,0.4266,4.1745,946,3.1745,3.2886,0.1141,0.0311,Pequeña,False,False,False,True,True,False,False,False,FP severo
de0adc31-226c-4a47-9ef9-4d265602d796,0.3,0.0146,0.9974,758,553,479,74,279,39168,0.7307,0.5757,0.8662,0.6319,0.3,0.0146,479,74,279,39168,758,553,0.0146,0.9974,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9981,0.0019,0.3681,0.815,0.7357,0.7296,205,-0.2704,0.0976,0.3681,0.0138,Media,False,False,False,False,False,False,False,True,Aceptable
9c8b95d4-ad06-482b-99f2-c60f6f750b29,0.3,0.0348,0.9993,1518,1473,1335,138,183,38344,0.8927,0.8062,0.9063,0.8794,0.3,0.0348,1335,138,183,38344,1518,1473,0.0348,0.9993,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9964,0.0036,0.1206,0.9379,0.8886,0.9704,45,-0.0296,0.0909,0.1206,0.0368,Grande,False,False,False,False,False,False,False,True,Aceptable
f11a5308-358c-48fd-989a-13ae407962ad,0.3,0.0219,0.9984,1412,925,698,227,714,38361,0.5973,0.4259,0.7546,0.4943,0.3,0.0219,698,227,714,38361,1412,925,0.0219,0.9984,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9941,0.0059,0.5057,0.7442,0.5997,0.6551,487,-0.3449,0.1608,0.5057,0.0231,Grande,False,False,False,False,False,False,False,True,Aceptable
9b5db8ec-0e96-4215-907d-691b33a9a13a,0.3,0.0204,0.996,2419,863,245,618,2174,36963,0.1493,0.0807,0.2839,0.1013,0.3,0.0204,245,618,2174,36963,2419,863,0.0204,0.996,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9836,0.0164,0.8987,0.5424,0.1392,0.3568,1556,-0.6432,0.2555,0.8987,0.0216,Grande,False,False,True,False,False,False,False,False,FN severo
34f164ad-dabb-4aa8-9f32-d52868d03dfb,0.3,0.0264,0.9985,1292,1115,1003,112,289,38596,0.8334,0.7144,0.8996,0.7763,0.3,0.0264,1003,112,289,38596,1292,1115,0.0264,0.9985,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9971,0.0029,0.2237,0.8867,0.8307,0.863,177,-0.137,0.0867,0.2237,0.0279,Media,False,False,False,False,False,False,False,True,Aceptable
27a69d51-c592-4e46-9f20-8231d8fcac37,0.3,0.0733,0.9993,4056,3137,3137,0,919,35944,0.8722,0.7734,1.0,0.7734,0.3,0.0733,3137,0,919,35944,4056,3137,0.0733,0.9993,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,1.0,0.0,0.2266,0.8867,0.8684,0.7734,919,-0.2266,0.0,0.2266,0.0784,Grande,False,False,False,False,False,False,False,True,Aceptable
5884a677-afba-49e0-9a70-b1aa24cfe368,0.3,0.023,0.9994,1217,951,851,100,366,38683,0.7851,0.6462,0.8948,0.6993,0.3,0.023,851,100,366,38683,1217,951,0.023,0.9994,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9974,0.0026,0.3007,0.8483,0.7854,0.7814,266,-0.2186,0.0822,0.3007,0.0238,Media,False,False,False,False,False,False,False,True,Aceptable
2f0ee35b-99bf-4410-8006-d68fb4be07a8,0.3,0.0138,0.9953,1802,587,416,171,1386,38027,0.3483,0.2108,0.7087,0.2309,0.3,0.0138,416,171,1386,38027,1802,587,0.0138,0.9953,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9955,0.0045,0.7691,0.6132,0.3905,0.3257,1215,-0.6743,0.0949,0.7691,0.0147,Grande,False,False,False,False,False,True,False,False,Subsegmentada
5bcf421b-2a38-4911-a7f5-f6b579682eed,0.3,0.089,0.9983,5536,3696,3494,202,2042,34262,0.7569,0.6089,0.9453,0.6311,0.3,0.089,3494,202,2042,34262,5536,3696,0.089,0.9983,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9941,0.0059,0.3689,0.8126,0.7456,0.6676,1840,-0.3324,0.0365,0.3689,0.0924,Grande,False,False,False,False,False,False,False,True,Aceptable
97349ec4-b140-470e-b52d-8a8b596f47a6,0.3,0.0495,0.9988,4436,2080,2052,28,2384,35536,0.6298,0.4597,0.9865,0.4626,0.3,0.0495,2052,28,2384,35536,4436,2080,0.0495,0.9988,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9992,0.0008,0.5374,0.7309,0.6531,0.4689,2356,-0.5311,0.0063,0.5374,0.052,Grande,False,False,False,False,False,False,False,False,Otros
8d2f53e5-76d5-4675-9802-4ed9b6c0551b,0.3,0.0476,0.9969,98,2018,0,2018,98,37884,0.0,0.0,0.0,0.0,0.3,0.0476,0,2018,98,37884,98,2018,0.0476,0.9969,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9494,0.0506,1.0,0.4747,-0.0114,20.5918,1920,19.5918,20.5918,1.0,0.0504,Pequeña,False,False,True,True,True,False,False,False,FN severo
fc563ba2-6ff2-4b56-acb3-8f059baef1c2,0.3,0.0274,0.9986,1037,1204,876,328,161,38635,0.7818,0.6418,0.7276,0.8447,0.3,0.0274,876,328,161,38635,1037,1204,0.0274,0.9986,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9916,0.0084,0.1553,0.9182,0.7778,1.161,167,0.161,0.3163,0.1553,0.0301,Media,False,False,False,False,False,False,False,True,Aceptable
2c21d43a-ba98-4ae1-9a9f-c3155e486e5b,0.3,0.0382,0.9977,1194,1616,938,678,256,38128,0.6676,0.5011,0.5804,0.7856,0.3,0.0382,938,678,256,38128,1194,1616,0.0382,0.9977,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9825,0.0175,0.2144,0.8841,0.6639,1.3534,422,0.3534,0.5678,0.2144,0.0404,Media,False,False,False,False,False,False,False,True,Aceptable
b48eed17-ca89-44f2-a9c6-ff629cd558ab,0.3,0.0294,0.9991,1724,1225,1002,223,722,38053,0.6796,0.5146,0.818,0.5812,0.3,0.0294,1002,223,722,38053,1724,1225,0.0294,0.9991,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9942,0.0058,0.4188,0.7877,0.6782,0.7106,499,-0.2894,0.1294,0.4188,0.0306,Grande,False,False,False,False,False,False,False,True,Aceptable
5626fa5a-6c4f-4410-951f-f0cca4a53424,0.3,0.0369,0.9994,1795,1479,1369,110,426,38095,0.8363,0.7186,0.9256,0.7627,0.3,0.0369,1369,110,426,38095,1795,1479,0.0369,0.9994,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9971,0.0029,0.2373,0.8799,0.8336,0.824,316,-0.176,0.0613,0.2373,0.037,Grande,False,False,False,False,False,False,False,True,Aceptable
f61eb377-601f-47c7-8d57-d60cb73ab05d,0.3,0.0177,0.9972,925,730,635,95,290,38980,0.7674,0.6225,0.8699,0.6865,0.3,0.0177,635,95,290,38980,925,730,0.0177,0.9972,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9976,0.0024,0.3135,0.842,0.7681,0.7892,195,-0.2108,0.1027,0.3135,0.0182,Media,False,False,False,False,False,False,False,True,Aceptable
2529a513-cc6d-49c0-a7f4-17a0adf607bc,0.3,0.0128,0.9994,563,532,470,62,93,39375,0.8584,0.752,0.8835,0.8348,0.3,0.0128,470,62,93,39375,563,532,0.0128,0.9994,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9984,0.0016,0.1652,0.9166,0.8568,0.9449,31,-0.0551,0.1101,0.1652,0.0133,Pequeña,False,False,False,False,False,False,False,True,Aceptable
4e3846e7-7ec6-4fad-945b-295edfda60a1,0.3,0.0187,0.9963,368,783,368,415,0,39217,0.6394,0.47,0.47,1.0,0.3,0.0187,368,415,0,39217,368,783,0.0187,0.9963,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9895,0.0105,0.0,0.9948,0.682,2.1277,415,1.1277,1.1277,0.0,0.0196,Pequeña,False,False,False,False,False,False,False,False,Otros
b6c5df10-ddfc-41ff-8025-0ec24bfceb03,0.3,0.0257,0.9996,1029,1062,888,174,141,38797,0.8494,0.7382,0.8362,0.863,0.3,0.0257,888,174,141,38797,1029,1062,0.0257,0.9996,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9955,0.0045,0.137,0.9293,0.8454,1.0321,33,0.0321,0.1691,0.137,0.0266,Media,False,False,False,False,False,False,False,True,Aceptable
60c80090-68a5-43fa-8faf-0c7e309037b4,0.3,0.058,0.9993,2644,2385,1733,652,911,36704,0.6892,0.5258,0.7266,0.6554,0.3,0.058,1733,652,911,36704,2644,2385,0.058,0.9993,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9825,0.0175,0.3446,0.819,0.6694,0.902,259,-0.098,0.2466,0.3446,0.0596,Grande,False,False,False,False,False,False,False,True,Aceptable
de3bdfb2-9a07-480f-9f8d-d8947d0d1315,0.3,0.0328,0.9972,925,1397,458,939,467,38136,0.3945,0.2457,0.3278,0.4951,0.3,0.0328,458,939,467,38136,925,1397,0.0328,0.9972,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.976,0.024,0.5049,0.7356,0.3857,1.5103,472,0.5103,1.0151,0.5049,0.0349,Media,False,False,False,False,False,False,False,True,Aceptable
71470fff-aa08-4cc7-b8fa-a012bdaf2e17,0.3,0.0208,0.9963,282,860,233,627,49,39091,0.4081,0.2563,0.2709,0.8262,0.3,0.0208,233,627,49,39091,282,860,0.0208,0.9963,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9842,0.0158,0.1738,0.9052,0.4675,3.0496,578,2.0496,2.2234,0.1738,0.0215,Pequeña,False,False,False,True,True,False,False,False,FP severo
7a526ba3-c02a-4b41-aa6e-3f20c685952c,0.3,0.03,0.9993,1338,1240,1011,229,327,38433,0.7843,0.6452,0.8153,0.7556,0.3,0.03,1011,229,327,38433,1338,1240,0.03,0.9993,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9941,0.0059,0.2444,0.8748,0.7778,0.9268,98,-0.0732,0.1712,0.2444,0.031,Media,False,False,False,False,False,False,False,True,Aceptable
de9b2cf4-d753-4ff7-9ff4-5b389ef94414,0.3,0.0201,0.9912,327,873,321,552,6,39121,0.535,0.3652,0.3677,0.9817,0.3,0.0201,321,552,6,39121,327,873,0.0201,0.9912,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9861,0.0139,0.0183,0.9839,0.5964,2.6697,546,1.6697,1.6881,0.0183,0.0218,Pequeña,False,False,False,False,False,False,False,False,Otros
f7971080-2c61-4d94-bd9a-ee6cff9fad75,0.3,0.0299,0.9957,297,1272,202,1070,95,38633,0.2575,0.1478,0.1588,0.6801,0.3,0.0299,202,1070,95,38633,297,1272,0.0299,0.9957,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.973,0.027,0.3199,0.8266,0.3196,4.2828,975,3.2828,3.6027,0.3199,0.0318,Pequeña,False,False,False,True,True,False,False,False,FP severo
617140a7-5a6e-429e-a804-c4043b2a975f,0.3,0.0218,0.9971,1393,896,854,42,539,38565,0.7462,0.5951,0.9531,0.6131,0.3,0.0218,854,42,539,38565,1393,896,0.0218,0.9971,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9989,0.0011,0.3869,0.806,0.7582,0.6432,497,-0.3568,0.0302,0.3869,0.0224,Grande,False,False,False,False,False,False,False,True,Aceptable
563a9025-917f-4cfb-bf08-a2ff880a038d,0.3,0.0801,0.9995,2143,3345,2136,1209,7,36648,0.7784,0.6372,0.6386,0.9967,0.3,0.0801,2136,1209,7,36648,2143,3345,0.0801,0.9995,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9681,0.0319,0.0033,0.9824,0.7848,1.5609,1202,0.5609,0.5642,0.0033,0.0836,Grande,False,False,False,False,False,False,False,True,Aceptable
941a55db-40ad-4515-8913-2e475e471d53,0.3,0.0179,0.9985,1190,756,633,123,557,38687,0.6506,0.4821,0.8373,0.5319,0.3,0.0179,633,123,557,38687,1190,756,0.0179,0.9985,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9968,0.0032,0.4681,0.7644,0.6597,0.6353,434,-0.3647,0.1034,0.4681,0.0189,Media,False,False,False,False,False,False,False,True,Aceptable
2f0017c8-3489-4c8b-8a66-72cfd4f64463,0.3,0.0292,0.9965,1210,1268,767,501,443,38289,0.619,0.4483,0.6049,0.6339,0.3,0.0292,767,501,443,38289,1210,1268,0.0292,0.9965,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9871,0.0129,0.3661,0.8105,0.6071,1.0479,58,0.0479,0.414,0.3661,0.0317,Media,False,False,False,False,False,False,False,True,Aceptable
74b96256-bcac-4d76-b97d-fb6c7ef2d2a1,0.3,0.0071,0.9965,502,295,273,22,229,39476,0.6851,0.521,0.9254,0.5438,0.3,0.0071,273,22,229,39476,502,295,0.0071,0.9965,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9994,0.0006,0.4562,0.7716,0.7068,0.5876,207,-0.4124,0.0438,0.4562,0.0074,Pequeña,False,False,False,False,False,False,False,True,Aceptable
e029cd1c-7434-400e-a2f2-6b790a8c0dd6,0.3,0.0118,0.9988,348,475,297,178,51,39474,0.7217,0.5646,0.6253,0.8534,0.3,0.0118,297,178,51,39474,348,475,0.0118,0.9988,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9955,0.0045,0.1466,0.9245,0.7278,1.3649,127,0.3649,0.5115,0.1466,0.0119,Pequeña,False,False,False,False,False,False,False,True,Aceptable
c6261898-7847-4927-9338-d2e46eab336d,0.3,0.0297,0.9984,583,1326,544,782,39,38635,0.5699,0.3985,0.4103,0.9331,0.3,0.0297,544,782,39,38635,583,1326,0.0297,0.9984,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9802,0.0198,0.0669,0.9566,0.6114,2.2744,743,1.2744,1.3413,0.0669,0.0332,Pequeña,False,False,False,False,False,False,False,False,Otros
ab9f3dd5-0ac6-486f-a3d2-6890152b403d,0.3,0.016,0.9993,470,649,439,210,31,39320,0.7846,0.6456,0.6764,0.934,0.3,0.016,439,210,31,39320,470,649,0.016,0.9993,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9947,0.0053,0.066,0.9644,0.7921,1.3809,179,0.3809,0.4468,0.066,0.0162,Pequeña,False,False,False,False,False,False,False,True,Aceptable
d6364f64-e9a0-436b-be85-f088a0e55650,0.3,0.055,0.9997,5853,2364,2286,78,3567,34069,0.5564,0.3854,0.967,0.3906,0.3,0.055,2286,78,3567,34069,5853,2364,0.055,0.9997,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9977,0.0023,0.6094,0.6941,0.582,0.4039,3489,-0.5961,0.0133,0.6094,0.0591,Grande,False,False,False,False,False,False,False,False,Otros
445c11f5-a5fc-4e2a-a645-c9e2754f6488,0.3,0.0321,0.9993,2111,1358,1311,47,800,37842,0.7558,0.6075,0.9654,0.621,0.3,0.0321,1311,47,800,37842,2111,1358,0.0321,0.9993,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9988,0.0012,0.379,0.8099,0.7652,0.6433,753,-0.3567,0.0223,0.379,0.034,Grande,False,False,False,False,False,False,False,True,Aceptable
83363f9a-e15b-4e25-97f1-fab759fefa3e,0.3,0.0232,0.9993,847,904,778,126,69,39027,0.8886,0.7996,0.8606,0.9185,0.3,0.0232,778,126,69,39027,847,904,0.0232,0.9993,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9968,0.0032,0.0815,0.9577,0.8866,1.0673,57,0.0673,0.1488,0.0815,0.0226,Media,False,False,False,False,False,False,False,True,Aceptable
18c5dbb7-adfb-4bb0-8059-69d23897128f,0.3,0.0193,0.9995,2702,792,745,47,1957,37251,0.4264,0.271,0.9407,0.2757,0.3,0.0193,745,47,1957,37251,2702,792,0.0193,0.9995,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9987,0.0013,0.7243,0.6372,0.4944,0.2931,1910,-0.7069,0.0174,0.7243,0.0198,Grande,False,False,False,False,False,True,False,False,Subsegmentada
91e1209a-82be-478f-846e-43914fd6c7ad,0.3,0.0244,0.9931,924,1042,308,734,616,38342,0.3133,0.1858,0.2956,0.3333,0.3,0.0244,308,734,616,38342,924,1042,0.0244,0.9931,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9812,0.0188,0.6667,0.6573,0.2967,1.1277,118,0.1277,0.7944,0.6667,0.026,Media,False,False,False,True,False,False,False,True,Aceptable
4f6b4a0f-ca3d-48b4-81db-904b7906f4f6,0.3,0.0315,0.9992,844,1301,842,459,2,38697,0.7851,0.6462,0.6472,0.9976,0.3,0.0315,842,459,2,38697,844,1301,0.0315,0.9992,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9883,0.0117,0.0024,0.993,0.7988,1.5415,457,0.5415,0.5438,0.0024,0.0325,Media,False,False,False,False,False,False,False,True,Aceptable
a0f2e924-6a48-4643-97a3-81f264a9b872,0.3,0.0829,0.9997,3067,3440,2647,793,420,36140,0.8136,0.6858,0.7695,0.8631,0.3,0.0829,2647,793,420,36140,3067,3440,0.0829,0.9997,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9785,0.0215,0.1369,0.9208,0.7987,1.1216,373,0.1216,0.2586,0.1369,0.086,Grande,False,False,False,False,False,False,False,True,Aceptable
f8827a59-d7e6-4ea8-9bfd-538175a473b1,0.3,0.043,0.9989,1386,1856,1099,757,287,37857,0.678,0.5128,0.5921,0.7929,0.3,0.043,1099,757,287,37857,1386,1856,0.043,0.9989,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9804,0.0196,0.2071,0.8867,0.6724,1.3391,470,0.3391,0.5462,0.2071,0.0464,Media,False,False,False,False,False,False,False,True,Aceptable
adc458a4-a270-462f-94ae-cd29eb1e0eb7,0.3,0.0162,0.9991,832,671,635,36,197,39132,0.845,0.7316,0.9463,0.7632,0.3,0.0162,635,36,197,39132,832,671,0.0162,0.9991,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9991,0.0009,0.2368,0.8812,0.8471,0.8065,161,-0.1935,0.0433,0.2368,0.0168,Media,False,False,False,False,False,False,False,True,Aceptable
5ca5c35e-073a-45d2-9999-ee690a0ba556,0.3,0.0394,0.9989,876,1642,852,790,24,38334,0.6767,0.5114,0.5189,0.9726,0.3,0.0394,852,790,24,38334,876,1642,0.0394,0.9989,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9798,0.0202,0.0274,0.9762,0.7026,1.8744,766,0.8744,0.9018,0.0274,0.0411,Media,False,False,False,False,False,False,False,True,Aceptable
bb2e6a4e-6c29-4dcd-b73c-f578fcce83fa,0.3,0.0424,0.9994,2070,1763,1629,134,441,37796,0.85,0.7391,0.924,0.787,0.3,0.0424,1629,134,441,37796,2070,1763,0.0424,0.9994,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9965,0.0035,0.213,0.8917,0.8455,0.8517,307,-0.1483,0.0647,0.213,0.0441,Grande,False,False,False,False,False,False,False,True,Aceptable
de48f0fc-c9b1-47a8-96ef-210f55ba18b9,0.3,0.0225,0.9902,1406,945,172,773,1234,37821,0.1463,0.0789,0.182,0.1223,0.3,0.0225,172,773,1234,37821,1406,945,0.0225,0.9902,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.98,0.02,0.8777,0.5512,0.124,0.6721,461,-0.3279,0.5498,0.8777,0.0236,Grande,False,False,True,False,False,False,False,False,FN severo
b2e10d06-e5e9-4c5a-a005-1310c91535f7,0.3,0.0142,0.9937,466,614,240,374,226,39160,0.4444,0.2857,0.3909,0.515,0.3,0.0142,240,374,226,39160,466,614,0.0142,0.9937,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9905,0.0095,0.485,0.7528,0.4413,1.3176,148,0.3176,0.8026,0.485,0.0154,Pequeña,False,False,False,False,False,False,False,True,Aceptable
4c52967d-b1fd-45bb-87bf-694b1d4658e2,0.3,0.0437,0.9997,795,1814,751,1063,44,38142,0.5757,0.4042,0.414,0.9447,0.3,0.0437,751,1063,44,38142,795,1814,0.0437,0.9997,101622,ConfigC,TransformerUNet,U-Net Transformer,C · U-Net Transformer,TransformerUNet_Bs4Ep30_TL2_D005_LR1e4_DatedFull,E3,3,0.9729,0.0271,0.0553,0.9588,0.6155,2.2818,1019,1.2818,1.3371,0.0553,0.0454,Media,False,False,False,False,False,False,False,False,Otros
