SampleId,Threshold,PredictionProbabilityMean,PredictionProbabilityMax,GroundTruthPixels,PredictedPixels,TruePositivePixels,FalsePositivePixels,FalseNegativePixels,TrueNegativePixels,Dice,IoU,Precision,Recall,BestThreshold,Samples,TP,FP,FN,TN,GTArea,PredArea,ProbabilityMean,ProbabilityMax,RunTag,FeatureConfig,ModelName,Modelo,ShortLabel,ModelRunId,ExperimentId,ExperimentOrder,Specificity,FalsePositiveRate,FalseNegativeRate,BalancedAccuracy,MCC,AreaRatio,AbsoluteAreaError,RelativeAreaError,FPBurden,FNBurden,PredictedPositiveFraction,PlumeSizeBin,IsEmptyPrediction,IsNearEmptyPrediction,IsSevereFalseNegative,IsSevereFalsePositive,IsOversegmented,IsUndersegmented,IsSaturatedPrediction,IsAcceptablePrediction,PrimaryQualityCategory
d50e3f63-c7b9-4cf3-ad40-b63ae65b6582,0.5,0.0193,0.9994,602,715,522,193,80,39205,0.7927,0.6566,0.7301,0.8671,0.5,0.0193,522,193,80,39205,602,715,0.0193,0.9994,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9951,0.0049,0.1329,0.9311,0.7923,1.1877,113,0.1877,0.3206,0.1329,0.0179,Pequeña,False,False,False,False,False,False,False,True,Aceptable
998c7e5e-76e2-4afe-b1fa-332efe35c866,0.5,0.0409,0.9989,793,1455,690,765,103,38442,0.6139,0.4429,0.4742,0.8701,0.5,0.0409,690,765,103,38442,793,1455,0.0409,0.9989,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9805,0.0195,0.1299,0.9253,0.6333,1.8348,662,0.8348,0.9647,0.1299,0.0364,Media,False,False,False,False,False,False,False,True,Aceptable
2addea9b-705e-48df-a6b9-1563dd358cf2,0.5,0.0284,1.0,985,1123,958,165,27,38850,0.9089,0.833,0.8531,0.9726,0.5,0.0284,958,165,27,38850,985,1123,0.0284,1.0,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9958,0.0042,0.0274,0.9842,0.9085,1.1401,138,0.1401,0.1675,0.0274,0.0281,Media,False,False,False,False,False,False,False,True,Aceptable
9aad4908-283f-4d96-90d8-4dbd2a95fd20,0.5,0.0304,0.9995,1035,1192,668,524,367,38441,0.5999,0.4285,0.5604,0.6454,0.5,0.0304,668,524,367,38441,1035,1192,0.0304,0.9995,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9866,0.0134,0.3546,0.816,0.5901,1.1517,157,0.1517,0.5063,0.3546,0.0298,Media,False,False,False,False,False,False,False,True,Aceptable
45e4fc20-478d-481d-81d7-56491ea74b17,0.5,0.0274,0.9974,269,883,223,660,46,39071,0.3872,0.24,0.2525,0.829,0.5,0.0274,223,660,46,39071,269,883,0.0274,0.9974,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9834,0.0166,0.171,0.9062,0.4519,3.2825,614,2.2825,2.4535,0.171,0.0221,Pequeña,False,False,False,True,True,False,False,False,FP severo
e77e8be7-2bcd-4733-b99d-1bb80796ccfc,0.5,0.0445,0.9999,1729,1741,1226,515,503,37756,0.7066,0.5463,0.7042,0.7091,0.5,0.0445,1226,515,503,37756,1729,1741,0.0445,0.9999,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9865,0.0135,0.2909,0.8478,0.6933,1.0069,12,0.0069,0.2979,0.2909,0.0435,Grande,False,False,False,False,False,False,False,True,Aceptable
c174d1a9-7c9a-4bea-9a56-7b7314795c2e,0.5,0.0114,0.9999,353,457,313,144,40,39503,0.7728,0.6298,0.6849,0.8867,0.5,0.0114,313,144,40,39503,353,457,0.0114,0.9999,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9964,0.0036,0.1133,0.9415,0.7771,1.2946,104,0.2946,0.4079,0.1133,0.0114,Pequeña,False,False,False,False,False,False,False,True,Aceptable
80605426-a03c-42da-91a5-c8cf078892b6,0.5,0.0272,0.9999,845,1082,777,305,68,38850,0.8064,0.6757,0.7181,0.9195,0.5,0.0272,777,305,68,38850,845,1082,0.0272,0.9999,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9922,0.0078,0.0805,0.9559,0.8082,1.2805,237,0.2805,0.3609,0.0805,0.027,Media,False,False,False,False,False,False,False,True,Aceptable
723fb882-a81f-4ab9-8093-716b47be339a,0.5,0.0151,0.9999,1659,596,498,98,1161,38243,0.4417,0.2834,0.8356,0.3002,0.5,0.0151,498,98,1161,38243,1659,596,0.0151,0.9999,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9974,0.0026,0.6998,0.6488,0.4898,0.3593,1063,-0.6407,0.0591,0.6998,0.0149,Grande,False,False,False,False,False,False,False,False,Otros
95c710dc-ee49-4694-9422-6c04f963e406,0.5,0.0284,0.9996,1433,1071,586,485,847,38082,0.4681,0.3055,0.5472,0.4089,0.5,0.0284,586,485,847,38082,1433,1071,0.0284,0.9996,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9874,0.0126,0.5911,0.6982,0.4563,0.7474,362,-0.2526,0.3385,0.5911,0.0268,Grande,False,False,False,False,False,False,False,True,Aceptable
361fd443-6b8e-48ee-b115-9e32cf1d1a62,0.5,0.0203,0.9989,394,809,347,462,47,39144,0.5769,0.4054,0.4289,0.8807,0.5,0.0203,347,462,47,39144,394,809,0.0203,0.9989,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9883,0.0117,0.1193,0.9345,0.6097,2.0533,415,1.0533,1.1726,0.1193,0.0202,Pequeña,False,False,False,False,False,False,False,False,Otros
85ca14c8-d38e-474c-8fce-6f1973aa87c9,0.5,0.0466,0.9998,2247,1852,650,1202,1597,36551,0.3172,0.1885,0.351,0.2893,0.5,0.0466,650,1202,1597,36551,2247,1852,0.0466,0.9998,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9682,0.0318,0.7107,0.6287,0.2821,0.8242,395,-0.1758,0.5349,0.7107,0.0463,Grande,False,False,False,False,False,False,False,True,Aceptable
63469f68-509c-45de-9a32-d7a9b525b5df,0.5,0.0298,0.9994,723,1184,693,491,30,38786,0.7268,0.5708,0.5853,0.9585,0.5,0.0298,693,491,30,38786,723,1184,0.0298,0.9994,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9875,0.0125,0.0415,0.973,0.7436,1.6376,461,0.6376,0.6791,0.0415,0.0296,Pequeña,False,False,False,False,False,False,False,True,Aceptable
82647f47-67ae-4be7-91b1-e158306dc130,0.5,0.0247,0.9999,595,982,588,394,7,39011,0.7457,0.5945,0.5988,0.9882,0.5,0.0247,588,394,7,39011,595,982,0.0247,0.9999,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.99,0.01,0.0118,0.9891,0.7652,1.6504,387,0.6504,0.6622,0.0118,0.0246,Pequeña,False,False,False,False,False,False,False,True,Aceptable
ddd64764-a336-4c26-b9e3-9b44cb62805a,0.5,0.0521,0.9999,3983,2070,2031,39,1952,35978,0.6711,0.505,0.9812,0.5099,0.5,0.0521,2031,39,1952,35978,3983,2070,0.0521,0.9999,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9989,0.0011,0.4901,0.7544,0.6878,0.5197,1913,-0.4803,0.0098,0.4901,0.0518,Grande,False,False,False,False,False,False,False,True,Aceptable
07dc4337-9b82-4af3-811d-39e8a39a4b71,0.5,0.0199,0.9783,326,683,326,357,0,39317,0.6462,0.4773,0.4773,1.0,0.5,0.0199,326,357,0,39317,326,683,0.0199,0.9783,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.991,0.009,0.0,0.9955,0.6878,2.0951,357,1.0951,1.0951,0.0,0.0171,Pequeña,False,False,False,False,False,False,False,False,Otros
473efe5e-d624-4f42-b7a0-79ea61ae29db,0.5,0.022,0.9998,299,876,113,763,186,38938,0.1923,0.1064,0.129,0.3779,0.5,0.022,113,763,186,38938,299,876,0.022,0.9998,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9808,0.0192,0.6221,0.6794,0.2111,2.9298,577,1.9298,2.5518,0.6221,0.0219,Pequeña,False,False,False,True,False,False,False,False,FP severo
7ff98516-0da0-455b-a797-d652d12a227e,0.5,0.0081,0.9997,2948,314,294,20,2654,37032,0.1803,0.0991,0.9363,0.0997,0.5,0.0081,294,20,2654,37032,2948,314,0.0081,0.9997,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9995,0.0005,0.9003,0.5496,0.2937,0.1065,2634,-0.8935,0.0068,0.9003,0.0078,Grande,False,False,True,False,False,True,False,False,FN severo
a161ca84-a5b9-4f6c-bd00-9cde5e535517,0.5,0.0752,0.998,1235,3013,1194,1819,41,36946,0.5621,0.391,0.3963,0.9668,0.5,0.0752,1194,1819,41,36946,1235,3013,0.0752,0.998,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9531,0.0469,0.0332,0.9599,0.6029,2.4397,1778,1.4397,1.4729,0.0332,0.0753,Media,False,False,False,False,False,False,False,False,Otros
ba82edf8-07db-49a8-9785-ef60368dd749,0.5,0.0426,0.9998,1812,1383,1107,276,705,37912,0.693,0.5302,0.8004,0.6109,0.5,0.0426,1107,276,705,37912,1812,1383,0.0426,0.9998,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9928,0.0072,0.3891,0.8018,0.6872,0.7632,429,-0.2368,0.1523,0.3891,0.0346,Grande,False,False,False,False,False,False,False,True,Aceptable
218623fa-8d68-4da4-9584-0f6fb2d7f33f,0.5,0.0161,0.9999,677,645,332,313,345,39010,0.5023,0.3354,0.5147,0.4904,0.5,0.0161,332,313,345,39010,677,645,0.0161,0.9999,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.992,0.008,0.5096,0.7412,0.4941,0.9527,32,-0.0473,0.4623,0.5096,0.0161,Pequeña,False,False,False,False,False,False,False,True,Aceptable
08fdf4c7-9855-4229-b7e0-1082fa8a8dd7,0.5,0.0339,0.9983,3541,987,969,18,2572,36441,0.428,0.2723,0.9818,0.2737,0.5,0.0339,969,18,2572,36441,3541,987,0.0339,0.9983,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9995,0.0005,0.7263,0.6366,0.5002,0.2787,2554,-0.7213,0.0051,0.7263,0.0247,Grande,False,False,False,False,False,True,False,False,Subsegmentada
bc4b9c5e-d80c-4e0f-a49e-33848627748e,0.5,0.719,0.8371,759,40000,759,39241,0,0,0.0372,0.019,0.019,1.0,0.5,0.719,759,39241,0,0,759,40000,0.719,0.8371,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.0,1.0,0.0,0.5,0.0,52.7009,39241,51.7009,51.7009,0.0,1.0,Media,False,False,False,True,True,False,True,False,Saturada
21fcd303-d2cd-41fb-943c-4a1311067fff,0.5,0.0605,0.9994,3734,2420,2408,12,1326,36254,0.7826,0.6428,0.995,0.6449,0.5,0.0605,2408,12,1326,36254,3734,2420,0.0605,0.9994,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9997,0.0003,0.3551,0.8223,0.7865,0.6481,1314,-0.3519,0.0032,0.3551,0.0605,Grande,False,False,False,False,False,False,False,True,Aceptable
fb7d5115-fbdb-4ffa-9487-dd7a60745b06,0.5,0.0238,0.9988,7416,952,952,0,6464,32584,0.2275,0.1284,1.0,0.1284,0.5,0.0238,952,0,6464,32584,7416,952,0.0238,0.9988,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,1.0,0.0,0.8716,0.5642,0.3273,0.1284,6464,-0.8716,0.0,0.8716,0.0238,Grande,False,False,True,False,False,True,False,False,FN severo
bdd61e48-2f99-4993-a9ed-21910e2668ba,0.5,0.0254,0.9994,1872,1013,826,187,1046,37941,0.5726,0.4012,0.8154,0.4412,0.5,0.0254,826,187,1046,37941,1872,1013,0.0254,0.9994,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9951,0.0049,0.5588,0.7182,0.5866,0.5411,859,-0.4589,0.0999,0.5588,0.0253,Grande,False,False,False,False,False,False,False,True,Aceptable
4c843d68-eb45-46ef-801b-1cb8176f95fa,0.5,0.0543,0.9984,2204,2112,1893,219,311,37577,0.8772,0.7813,0.8963,0.8589,0.5,0.0543,1893,219,311,37577,2204,2112,0.0543,0.9984,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9942,0.0058,0.1411,0.9265,0.8704,0.9583,92,-0.0417,0.0994,0.1411,0.0528,Grande,False,False,False,False,False,False,False,True,Aceptable
1d9b5fde-271e-4e01-a778-174d90a107ea,0.5,0.0406,0.9998,2016,1467,1336,131,680,37853,0.7672,0.6223,0.9107,0.6627,0.5,0.0406,1336,131,680,37853,2016,1467,0.0406,0.9998,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9966,0.0034,0.3373,0.8296,0.7673,0.7277,549,-0.2723,0.065,0.3373,0.0367,Grande,False,False,False,False,False,False,False,True,Aceptable
f3758402-d1da-4faf-b97e-1a8966423efd,0.5,0.0146,0.9996,1092,509,421,88,671,38820,0.5259,0.3568,0.8271,0.3855,0.5,0.0146,421,88,671,38820,1092,509,0.0146,0.9996,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9977,0.0023,0.6145,0.6916,0.5572,0.4661,583,-0.5339,0.0806,0.6145,0.0127,Media,False,False,False,False,False,False,False,False,Otros
f1057ace-9671-4698-9701-bb5873ff72df,0.5,0.0323,0.9999,602,1241,602,639,0,38759,0.6533,0.4851,0.4851,1.0,0.5,0.0323,602,639,0,38759,602,1241,0.0323,0.9999,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9838,0.0162,0.0,0.9919,0.6908,2.0615,639,1.0615,1.0615,0.0,0.031,Pequeña,False,False,False,False,False,False,False,False,Otros
9cebc57e-ce99-4559-8deb-c4640822dfcb,0.5,0.0205,0.9975,481,836,351,485,130,39034,0.533,0.3634,0.4199,0.7297,0.5,0.0205,351,485,130,39034,481,836,0.0205,0.9975,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9877,0.0123,0.2703,0.8587,0.5467,1.738,355,0.738,1.0083,0.2703,0.0209,Pequeña,False,False,False,False,False,False,False,True,Aceptable
b19a1e1d-95ed-4782-a5eb-8fe6d51dd1e9,0.5,0.0139,0.9952,650,547,365,182,285,39168,0.6099,0.4387,0.6673,0.5615,0.5,0.0139,365,182,285,39168,650,547,0.0139,0.9952,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9954,0.0046,0.4385,0.7785,0.6063,0.8415,103,-0.1585,0.28,0.4385,0.0137,Pequeña,False,False,False,False,False,False,False,True,Aceptable
462657dc-ac28-4ba8-98c6-2f5cd8469c48,0.5,0.0264,0.9801,1054,1058,284,774,770,38172,0.2689,0.1554,0.2684,0.2694,0.5,0.0264,284,774,770,38172,1054,1058,0.0264,0.9801,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9801,0.0199,0.7306,0.6248,0.2491,1.0038,4,0.0038,0.7343,0.7306,0.0264,Media,False,False,False,True,False,False,False,False,FP severo
ab5cc3ca-9a66-4fc5-bab9-cd56ae4d47d4,0.5,0.0622,0.9998,2579,2493,1749,744,830,36677,0.6897,0.5263,0.7016,0.6782,0.5,0.0622,1749,744,830,36677,2579,2493,0.0622,0.9998,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9801,0.0199,0.3218,0.8291,0.6688,0.9667,86,-0.0333,0.2885,0.3218,0.0623,Grande,False,False,False,False,False,False,False,True,Aceptable
82fde954-7e1a-4f1b-afc4-5c03ce07dae0,0.5,0.0688,0.9993,6316,2308,1862,446,4454,33238,0.4318,0.2754,0.8068,0.2948,0.5,0.0688,1862,446,4454,33238,6316,2308,0.0688,0.9993,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9868,0.0132,0.7052,0.6408,0.4403,0.3654,4008,-0.6346,0.0706,0.7052,0.0577,Grande,False,False,False,False,False,False,False,False,Otros
81d3c1af-ff38-4303-bcc5-c72eebefcb74,0.5,0.0303,0.9998,1485,1217,1104,113,381,38402,0.8172,0.6909,0.9071,0.7434,0.5,0.0303,1104,113,381,38402,1485,1217,0.0303,0.9998,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9971,0.0029,0.2566,0.8703,0.8151,0.8195,268,-0.1805,0.0761,0.2566,0.0304,Grande,False,False,False,False,False,False,False,True,Aceptable
4aedc7d2-ce34-4f8e-9f40-50a75e53a932,0.5,0.0169,0.9375,533,441,8,433,525,39034,0.0164,0.0083,0.0181,0.015,0.5,0.0169,8,433,525,39034,533,441,0.0169,0.9375,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.989,0.011,0.985,0.502,0.0044,0.8274,92,-0.1726,0.8124,0.985,0.011,Pequeña,False,False,True,False,False,False,False,False,FN severo
b4137320-7be5-4570-9e5e-9ea494e4208a,0.5,0.0068,0.9999,880,268,173,95,707,39025,0.3014,0.1774,0.6455,0.1966,0.5,0.0068,173,95,707,39025,880,268,0.0068,0.9999,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9976,0.0024,0.8034,0.5971,0.3491,0.3045,612,-0.6955,0.108,0.8034,0.0067,Media,False,False,True,False,False,True,False,False,FN severo
451d1b62-94e4-46f4-bd6c-d0f9881bcfd5,0.5,0.0193,0.9974,522,776,292,484,230,38994,0.4499,0.2903,0.3763,0.5594,0.5,0.0193,292,484,230,38994,522,776,0.0193,0.9974,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9877,0.0123,0.4406,0.7736,0.4502,1.4866,254,0.4866,0.9272,0.4406,0.0194,Pequeña,False,False,False,False,False,False,False,True,Aceptable
ada347bc-ba2a-4da3-a04c-2711ec090fd4,0.5,0.0297,0.9999,598,1197,550,647,48,38755,0.6128,0.4418,0.4595,0.9197,0.5,0.0297,550,647,48,38755,598,1197,0.0297,0.9999,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9836,0.0164,0.0803,0.9517,0.6434,2.0017,599,1.0017,1.0819,0.0803,0.0299,Pequeña,False,False,False,False,False,False,False,False,Otros
8d3c9c2d-4355-45c5-a247-6ff7734bce02,0.5,0.1506,0.9971,1746,4403,460,3943,1286,34311,0.1496,0.0809,0.1045,0.2635,0.5,0.1506,460,3943,1286,34311,1746,4403,0.1506,0.9971,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.8969,0.1031,0.7365,0.5802,0.1047,2.5218,2657,1.5218,2.2583,0.7365,0.1101,Grande,False,False,False,True,False,False,False,False,FP severo
95c7f58d-4252-4ec5-b969-4d6d6390c2da,0.5,0.0484,1.0,1225,1945,919,1026,306,37749,0.5798,0.4083,0.4725,0.7502,0.5,0.0484,919,1026,306,37749,1225,1945,0.0484,1.0,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9735,0.0265,0.2498,0.8619,0.5798,1.5878,720,0.5878,0.8376,0.2498,0.0486,Media,False,False,False,False,False,False,False,True,Aceptable
f118bca8-fa6e-4911-8a2b-2bea0578dd5e,0.5,0.023,0.9998,644,899,619,280,25,39076,0.8023,0.6699,0.6885,0.9612,0.5,0.023,619,280,25,39076,644,899,0.023,0.9998,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9929,0.0071,0.0388,0.977,0.8101,1.396,255,0.396,0.4348,0.0388,0.0225,Pequeña,False,False,False,False,False,False,False,True,Aceptable
0b7963f1-5291-4749-9672-8c9c4e283274,0.5,0.0204,0.9996,1457,826,325,501,1132,38042,0.2847,0.166,0.3935,0.2231,0.5,0.0204,325,501,1132,38042,1457,826,0.0204,0.9996,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.987,0.013,0.7769,0.605,0.2767,0.5669,631,-0.4331,0.3439,0.7769,0.0207,Grande,False,False,False,False,False,False,False,False,Otros
c501864e-5ec8-4fe5-86a6-844a243542f9,0.5,0.1039,0.9974,5483,3643,2496,1147,2987,33370,0.547,0.3765,0.6851,0.4552,0.5,0.1039,2496,1147,2987,33370,5483,3643,0.1039,0.9974,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9668,0.0332,0.5448,0.711,0.5044,0.6644,1840,-0.3356,0.2092,0.5448,0.0911,Grande,False,False,False,False,False,False,False,True,Aceptable
b6b5e867-19ed-47e8-9588-3c8ee60479ff,0.5,0.0187,0.9985,512,731,478,253,34,39235,0.7691,0.6248,0.6539,0.9336,0.5,0.0187,478,253,34,39235,512,731,0.0187,0.9985,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9936,0.0064,0.0664,0.9636,0.7781,1.4277,219,0.4277,0.4941,0.0664,0.0183,Pequeña,False,False,False,False,False,False,False,True,Aceptable
3db1c59f-7229-4cab-944f-291cec3f8ca9,0.5,0.0263,0.9993,2463,661,649,12,1814,37525,0.4155,0.2622,0.9818,0.2635,0.5,0.0263,649,12,1814,37525,2463,661,0.0263,0.9993,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9997,0.0003,0.7365,0.6316,0.4963,0.2684,1802,-0.7316,0.0049,0.7365,0.0165,Grande,False,False,False,False,False,True,False,False,Subsegmentada
c5a898d0-2eb1-417d-b232-7efa68a044f4,0.5,0.0161,0.9971,856,579,437,142,419,39002,0.6091,0.4379,0.7547,0.5105,0.5,0.0161,437,142,419,39002,856,579,0.0161,0.9971,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9964,0.0036,0.4895,0.7534,0.6142,0.6764,277,-0.3236,0.1659,0.4895,0.0145,Media,False,False,False,False,False,False,False,True,Aceptable
b9af967e-a74a-4efa-b567-07a5f3be7ffd,0.5,0.0179,0.9985,799,707,681,26,118,39175,0.9044,0.8255,0.9632,0.8523,0.5,0.0179,681,26,118,39175,799,707,0.0179,0.9985,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9993,0.0007,0.1477,0.9258,0.9043,0.8849,92,-0.1151,0.0325,0.1477,0.0177,Media,False,False,False,False,False,False,False,True,Aceptable
d4667ef7-931b-40eb-a8d9-aec516f17cd8,0.5,0.0615,1.0,273,2499,242,2257,31,37470,0.1746,0.0957,0.0968,0.8864,0.5,0.0615,242,2257,31,37470,273,2499,0.0615,1.0,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9432,0.0568,0.1136,0.9148,0.2822,9.1538,2226,8.1538,8.2674,0.1136,0.0625,Pequeña,False,False,False,True,True,False,False,False,FP severo
e86b2340-48b2-44b5-81ac-4ba9763acc70,0.5,0.0121,0.9988,360,444,327,117,33,39523,0.8134,0.6855,0.7365,0.9083,0.5,0.0121,327,117,33,39523,360,444,0.0121,0.9988,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.997,0.003,0.0917,0.9527,0.8161,1.2333,84,0.2333,0.325,0.0917,0.0111,Pequeña,False,False,False,False,False,False,False,True,Aceptable
4ee10b33-67bf-4803-9a2d-2aa96eac2c97,0.5,0.0175,0.9995,608,691,594,97,14,39295,0.9145,0.8426,0.8596,0.977,0.5,0.0175,594,97,14,39295,608,691,0.0175,0.9995,101622,ConfigC,SimpleUNet,U-Net simple,C · U-Net simple,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,E1,1,0.9975,0.0025,0.023,0.9873,0.9151,1.1365,83,0.1365,0.1595,0.023,0.0173,Pequeña,False,False,False,False,False,False,False,True,Aceptable
