N,FluxrateKgHMin,FluxrateKgHQ1,FluxrateKgHMedian,FluxrateKgHQ3,FluxrateKgHMax,FluxrateTHMedian
528,641.9924,2515.9774,4235.3378,7721.6986,44059.52,4.2353
