ModelName,Modelo,SampleId,Fluxrate,FluxrateTH,LogFluxrate,FluxrateBin,FluxrateRelativeUncertainty,FluxrateUncertaintyBin,GTArea,PlumeSizeBin,WindSpeed10m,WindSpeedBin,DeltaDice,DeltaRecall,DeltaPrecision,DeltaFPBurden,DeltaFNBurden,DeltaFalseNegativeRate,DeltaAreaRatio
SimpleUNet,U-Net simple,6903afdc-167b-4fdb-8f51-6f1d58111946,3550.184,3.5502,3.5503,Medio,0.4042,Alta,756,Media,5.5713,Alto,-0.0638,-0.0265,-0.0844,0.1389,0.0265,0.0265,0.1124
SimpleUNet,U-Net simple,365a3850-e629-476a-83cf-dc4ef3355295,799.0432,0.799,2.9026,Bajo,0.335,Baja,96,Pequeña,2.5512,Bajo,-0.166,0.375,-0.1193,13.0104,-0.375,-0.375,13.3854
SimpleUNet,U-Net simple,1545c4a6-add6-4acb-9a74-4de5a97e8843,2266.8972,2.2669,3.3554,Bajo,0.3627,Media,560,Pequeña,3.5497,Medio,0.142,0.2375,0.0604,0.0786,-0.2375,-0.2375,0.3161
SimpleUNet,U-Net simple,e00a0f4f-f778-43a7-bb30-0fb8c1ed99d1,3493.422,3.4934,3.5433,Medio,0.4227,Alta,731,Media,7.2366,Alto,0.0115,0.0629,-0.0802,0.067,-0.0629,-0.0629,0.13
SimpleUNet,U-Net simple,1b6aba7b-2f80-41ec-b6b3-f07739b609a1,1305.6165,1.3056,3.1158,Bajo,0.2691,Baja,531,Pequeña,1.544,Bajo,-0.0079,-0.0169,-0.0013,-0.0056,0.0169,0.0169,-0.0226
SimpleUNet,U-Net simple,04547b46-ef41-4254-b553-a11f16acbd40,12593.083,12.5931,4.1001,Alto,0.3958,Alta,997,Media,5.1157,Alto,0.0217,-0.0191,0.0594,-0.0893,0.0191,0.0191,-0.1083
SimpleUNet,U-Net simple,b9df4252-d935-4884-a61e-84e58a75769b,5390.157,5.3902,3.7316,Medio,0.3493,Media,2622,Grande,3.1168,Medio,-0.0044,-0.0072,0.0187,-0.0088,0.0072,0.0072,-0.016
SimpleUNet,U-Net simple,a833f58b-77e2-4984-9119-f3437717bb17,1264.024,1.264,3.1018,Bajo,0.3599,Media,428,Pequeña,3.3666,Medio,-0.1156,0.0678,-0.1645,0.6425,-0.0678,-0.0678,0.7103
SimpleUNet,U-Net simple,28b6bb2b-3fae-422d-bbfa-856ec84d7804,2974.1228,2.9741,3.4734,Medio,0.406,Alta,789,Media,5.6614,Alto,-0.1757,-0.0824,-0.1987,0.5779,0.0824,0.0824,0.4956
SimpleUNet,U-Net simple,b79fa8ed-1650-487b-91f2-ea5cfe04cadc,3637.4597,3.6375,3.5608,Medio,0.4142,Alta,254,Pequeña,6.3424,Alto,-0.0433,0.0,-0.0332,0.5866,0.0,0.0,0.5866
SimpleUNet,U-Net simple,d2547ba7-fc8c-4e48-8481-352a3a4d4b21,1831.3159,1.8313,3.2628,Bajo,0.2718,Baja,624,Pequeña,1.5896,Bajo,0.0376,-0.1202,0.1016,-0.4359,0.1202,0.1202,-0.5561
SimpleUNet,U-Net simple,c8bdeb22-a3ba-4788-81cc-093056de4a8e,19328.965,19.329,4.2862,Alto,0.4066,Alta,1623,Grande,5.8197,Alto,-0.0764,-0.106,-0.0377,0.0277,0.106,0.106,-0.0783
SimpleUNet,U-Net simple,b29e84a0-c8ab-4251-8124-54afcb4ceb9c,2555.0974,2.5551,3.4074,Bajo,0.3479,Media,1150,Media,3.094,Medio,-0.0042,-0.0435,0.0627,-0.0626,0.0435,0.0435,-0.1061
SimpleUNet,U-Net simple,5da1b659-166e-4285-843d-f71c29baa660,1901.2859,1.9013,3.279,Bajo,0.1908,Baja,636,Pequeña,0.8111,Bajo,-0.0536,-0.2437,0.0425,-0.2594,0.2437,0.2437,-0.5031
SimpleUNet,U-Net simple,0eb3d9ee-d7ac-4344-8748-119817f51be3,2012.478,2.0125,3.3037,Bajo,0.4008,Alta,413,Pequeña,5.2442,Alto,-0.0069,-0.0315,-0.0004,-0.0339,0.0315,0.0315,-0.0654
SimpleUNet,U-Net simple,e2a81b7c-3fcf-4a28-afc6-6929aa7d6c7e,1859.6279,1.8596,3.2694,Bajo,0.1356,Baja,1319,Media,0.4981,Bajo,-0.7261,-0.7286,0.2764,-0.2782,0.7286,0.7286,-1.0068
SimpleUNet,U-Net simple,289dbcc3-8a1b-46fd-afd8-ed61454f54b5,5497.8486,5.4978,3.7402,Medio,0.2318,Baja,1206,Media,1.1601,Bajo,0.0463,-0.0017,0.048,-0.2554,0.0017,0.0017,-0.257
SimpleUNet,U-Net simple,0330995a-5e30-4cb2-8ed7-f74c1e272b98,14383.968,14.384,4.1579,Alto,0.4111,Alta,1101,Media,6.1748,Alto,0.0579,-0.0817,0.1653,-0.3524,0.0817,0.0817,-0.4342
SimpleUNet,U-Net simple,bfe23d76-85f1-4a6a-bfe6-5483a3869049,4826.738,4.8267,3.6837,Medio,0.4127,Alta,1375,Media,6.1294,Alto,-0.0494,-0.0844,0.0438,-0.0349,0.0844,0.0844,-0.1193
SimpleUNet,U-Net simple,dd4a4e28-9a9f-41a8-84e4-d20673ca31cd,18815.766,18.8158,4.2745,Alto,0.373,Media,2281,Grande,3.9829,Medio,0.0359,-0.0395,0.093,-0.1561,0.0395,0.0395,-0.1955
SimpleUNet,U-Net simple,67756e67-f943-4f44-a748-c0ac2d86403e,10717.046,10.717,4.0301,Alto,0.4112,Alta,3059,Grande,6.1781,Alto,0.0996,0.1229,0.0333,-0.0108,-0.1229,-0.1229,0.1121
SimpleUNet,U-Net simple,789c743e-c04a-4aad-b156-67f965c09105,7892.854,7.8929,3.8972,Alto,0.4079,Alta,967,Media,5.8816,Alto,0.032,-0.0217,0.0701,-0.1044,0.0217,0.0217,-0.1262
SimpleUNet,U-Net simple,7f4bf604-90fe-431f-8812-9496e3ef716a,3958.6956,3.9587,3.5976,Medio,0.4084,Alta,625,Pequeña,5.8773,Alto,0.1389,0.296,0.0465,0.2512,-0.296,-0.296,0.5472
SimpleUNet,U-Net simple,d29a55fc-23bc-4927-a41e-11365cf2b68a,1680.6942,1.6807,3.2255,Bajo,0.3893,Alta,368,Pequeña,4.6538,Alto,0.5572,0.8668,-0.5894,1.2446,-0.8668,-0.8668,2.1114
SimpleUNet,U-Net simple,c18da7a8-eed2-49db-b6d8-9d0bcb91013b,4746.4556,4.7465,3.6764,Medio,0.4314,Alta,1162,Media,8.4178,Alto,-0.0,0.0,-1.0,0.42,0.0,0.0,0.42
SimpleUNet,U-Net simple,3986fd15-5303-4fa6-930b-7f2c8e31daea,4480.0312,4.48,3.6513,Medio,0.2988,Baja,1581,Grande,2.0063,Bajo,-0.1552,-0.3707,0.1191,-0.2732,0.3707,0.3707,-0.6439
SimpleUNet,U-Net simple,0d14e6dc-959f-4e96-a8d3-d6bc372f1817,4223.507,4.2235,3.6257,Medio,0.2391,Baja,3536,Grande,1.2369,Bajo,0.0969,0.1086,0.022,-0.0051,-0.1086,-0.1086,0.1035
SimpleUNet,U-Net simple,f11d2aa3-9384-404c-90e9-c3729fc9ad73,3201.8877,3.2019,3.5054,Medio,0.3536,Media,714,Pequeña,3.239,Medio,0.168,0.2381,0.1157,-0.0644,-0.2381,-0.2381,0.1737
SimpleUNet,U-Net simple,9d985b1c-5fdf-46f8-98a9-909c92ba0bc8,3845.3315,3.8453,3.5849,Medio,0.3662,Media,650,Pequeña,3.6639,Medio,-0.1087,0.2138,-0.2823,0.7692,-0.2138,-0.2138,0.9831
SimpleUNet,U-Net simple,73841ef8-5218-4d03-a2dd-72c84ac34fb4,1147.159,1.1472,3.0596,Bajo,0.3822,Media,417,Pequeña,4.0572,Medio,0.6183,0.47,-0.0968,0.0504,-0.47,-0.47,0.5204
SimpleUNet,U-Net simple,1aa936e5-83f9-4e0c-88f7-af7d9a50e57e,2722.4744,2.7225,3.435,Bajo,0.3205,Baja,452,Pequeña,2.4027,Bajo,0.1123,0.0088,0.0879,-1.3562,-0.0088,-0.0088,-1.3473
SimpleUNet,U-Net simple,ad08f042-2a02-4b28-bc46-4d116b66632a,4184.1846,4.1842,3.6216,Medio,0.1755,Baja,1638,Grande,0.7284,Bajo,-0.4231,-0.3736,0.3065,-0.1905,0.3736,0.3736,-0.5641
SimpleUNet,U-Net simple,43187285-c9a9-4b94-9e16-c035ddddc1b4,21531.377,21.5314,4.3331,Alto,0.3445,Media,1256,Media,3.0119,Medio,0.0233,0.0183,0.0238,-0.004,-0.0183,-0.0183,0.0143
SimpleUNet,U-Net simple,5f129616-2b9b-4461-bbe7-ec1442caa9a3,4803.0938,4.8031,3.6815,Medio,0.4097,Alta,784,Media,6.1538,Alto,-0.0941,-0.0446,-0.1246,0.2041,0.0446,0.0446,0.1594
SimpleUNet,U-Net simple,036334fd-fb89-46cd-958c-ff1bfcfa18db,6637.4805,6.6375,3.822,Alto,0.3025,Baja,6332,Grande,2.0656,Bajo,0.0259,0.0153,0.0552,-0.0057,-0.0153,-0.0153,0.0096
SimpleUNet,U-Net simple,c6972a91-b63f-4f25-953c-3b2e6b1cab81,3263.3662,3.2634,3.5137,Medio,0.3434,Media,790,Media,2.9261,Medio,0.125,0.1886,-0.0059,0.0127,-0.1886,-0.1886,0.2013
SimpleUNet,U-Net simple,7904e47a-1d48-414c-baf5-c629aed0c7fd,15391.9,15.3919,4.1873,Alto,0.3424,Media,2193,Grande,2.9324,Medio,-0.0434,-0.2038,0.0309,-0.295,0.2038,0.2038,-0.4989
SimpleUNet,U-Net simple,dd3821a2-7d87-47af-9008-6dbb831895d8,14694.254,14.6943,4.1671,Alto,0.3921,Alta,1213,Media,4.9889,Alto,0.0267,-0.0074,0.0454,-0.0824,0.0074,0.0074,-0.0899
SimpleUNet,U-Net simple,d6d3664a-bc38-4253-8938-faebf198da11,4718.6807,4.7187,3.6738,Medio,0.4052,Alta,676,Pequeña,5.7884,Alto,0.0345,-0.0488,0.0966,-0.1672,0.0488,0.0488,-0.216
SimpleUNet,U-Net simple,db77c88b-cfdb-4590-a51d-4d25cddb9773,8185.6714,8.1857,3.9131,Alto,0.3707,Media,1899,Grande,3.8521,Medio,0.0667,0.0147,0.1072,-0.1532,-0.0147,-0.0147,-0.1385
SimpleUNet,U-Net simple,fdf389e8-75ea-44bf-9a3f-e0453560c284,2318.5007,2.3185,3.3652,Bajo,0.3959,Alta,761,Media,4.9704,Alto,0.0964,0.1367,0.0548,0.0053,-0.1367,-0.1367,0.1419
SimpleUNet,U-Net simple,aa7e73c6-1d52-434c-aa4f-e72899242f6a,5969.825,5.9698,3.776,Medio,0.3169,Baja,1939,Grande,2.3485,Bajo,0.0906,0.0232,0.2303,-0.2713,-0.0232,-0.0232,-0.2481
SimpleUNet,U-Net simple,dc8cc16a-f9b2-4e11-8167-119d6ebb0971,3872.874,3.8729,3.588,Medio,0.3479,Media,748,Media,3.0708,Medio,0.028,0.0094,0.0342,-0.0909,-0.0094,-0.0094,-0.0816
SimpleUNet,U-Net simple,5d840532-9a7d-48ed-a05e-941d32529a0c,3366.1228,3.3661,3.5271,Medio,0.4163,Alta,1013,Media,6.4965,Alto,0.0121,0.0346,-0.0034,0.0227,-0.0346,-0.0346,0.0573
SimpleUNet,U-Net simple,d42ee5e3-0a1e-472b-8871-256d7317e871,2605.8628,2.6059,3.416,Bajo,0.1389,Baja,639,Pequeña,0.5448,Bajo,-0.851,-0.831,0.1281,-0.1221,0.831,0.831,-0.9531
SimpleUNet,U-Net simple,7e57b19b-c673-4bc7-8f37-b9c5fc9a2383,11288.573,11.2886,4.0526,Alto,0.3243,Baja,795,Media,2.5016,Bajo,-0.0408,0.0075,-0.0484,0.1987,-0.0075,-0.0075,0.2063
SimpleUNet,U-Net simple,a0e902b0-d7a9-4da1-9f4e-716fae143f97,4913.8804,4.9139,3.6914,Medio,0.3918,Alta,1967,Grande,4.8323,Alto,-0.1211,-0.1937,0.0315,-0.033,0.1937,0.1937,-0.2267
SimpleUNet,U-Net simple,148b9f2d-ef1d-427a-b677-8ce3d1499c41,6475.5127,6.4755,3.8113,Alto,0.4,Alta,1650,Grande,5.3409,Alto,-0.1009,0.0285,-0.2822,0.3291,-0.0285,-0.0285,0.3576
SimpleUNet,U-Net simple,df42990b-b232-4980-a0b9-d52f7531f71b,2440.8914,2.4409,3.3875,Bajo,0.316,Baja,1092,Media,2.3258,Bajo,-0.0432,-0.0211,-0.0628,0.0806,0.0211,0.0211,0.0595
SimpleUNet,U-Net simple,d9d8cba5-2f88-4cda-9d14-f10e85272790,7920.4243,7.9204,3.8987,Alto,0.4168,Alta,2115,Grande,6.5745,Alto,0.2916,0.2113,0.3476,0.1087,-0.2113,-0.2113,0.3201
SimpleUNet,U-Net simple,47d0fd41-6c26-4300-94b0-65d023a45906,10915.001,10.915,4.038,Alto,0.3847,Media,626,Pequeña,4.4979,Medio,0.0122,0.1214,-0.122,0.1805,-0.1214,-0.1214,0.3019
SimpleUNet,U-Net simple,26645bca-3668-497b-9876-46e4f897b5c4,5783.7344,5.7837,3.7622,Medio,0.2546,Baja,2255,Grande,1.3982,Bajo,-0.0528,0.0049,-0.0989,0.1437,-0.0049,-0.0049,0.1486
SimpleUNet,U-Net simple,d4ff232c-e8ad-4412-8960-669058b29de6,2523.3157,2.5233,3.402,Bajo,0.3863,Media,794,Media,4.5369,Medio,0.0224,0.0113,0.0,0.0,-0.0113,-0.0113,0.0113
SimpleUNet,U-Net simple,fcd11726-e825-4892-b5e0-1fb4775c678e,6841.0703,6.8411,3.8351,Alto,0.4111,Alta,1744,Grande,6.1517,Alto,-0.1026,-0.0659,-0.1534,0.1422,0.0659,0.0659,0.0763
SimpleUNet,U-Net simple,cf8a8001-8ea0-4173-b102-1ca7d47b0be2,9457.614,9.4576,3.9758,Alto,0.4044,Alta,312,Pequeña,5.6201,Alto,0.0387,0.0801,0.0181,0.0064,-0.0801,-0.0801,0.0865
SimpleUNet,U-Net simple,caaf5de3-2b32-473c-933a-99489ac18868,4235.307,4.2353,3.6269,Medio,0.1591,Baja,3619,Grande,0.6275,Bajo,0.0359,0.0086,0.4006,-0.1069,-0.0086,-0.0086,-0.0984
SimpleUNet,U-Net simple,99c08108-c9da-4030-b13e-8603b87f0d17,1316.0092,1.316,3.1193,Bajo,0.3177,Baja,700,Pequeña,2.3064,Bajo,0.0581,0.05,0.0678,-0.0357,-0.05,-0.05,0.0143
SimpleUNet,U-Net simple,67111963-a634-45ea-a578-6e208c3c0c36,6889.5303,6.8895,3.8382,Alto,0.4214,Alta,736,Media,7.2781,Alto,-0.0033,-0.1535,0.0994,-0.2079,0.1535,0.1535,-0.3614
SimpleUNet,U-Net simple,29961180-d866-4137-a6d1-58f47899c51d,6833.075,6.8331,3.8346,Alto,0.3815,Media,788,Media,4.4055,Medio,-0.0238,0.0127,-0.0566,0.1053,-0.0127,-0.0127,0.118
SimpleUNet,U-Net simple,2ef0c9fc-810a-4d52-8c15-9c7f5ffb1bdf,7039.741,7.0397,3.8476,Alto,0.3854,Media,1742,Grande,4.6079,Alto,0.3867,0.6045,-0.3695,0.4638,-0.6045,-0.6045,1.0683
SimpleUNet,U-Net simple,b21a5ef2-0a2c-4a48-b868-6c196d1d2a8c,2876.9348,2.8769,3.4589,Bajo,0.4133,Alta,3280,Grande,6.204,Alto,-0.0849,-0.0723,-0.1027,0.0793,0.0723,0.0723,0.007
SimpleUNet,U-Net simple,ca3c8d26-a58e-444e-9c6b-a9cd2ae046f6,5898.854,5.8989,3.7708,Medio,0.349,Media,2181,Grande,3.1245,Medio,-0.0389,-0.0422,0.0119,-0.0165,0.0422,0.0422,-0.0587
SimpleUNet,U-Net simple,ce1a686a-5f45-43a4-aaf2-313f4d20e62d,2408.987,2.409,3.3818,Bajo,0.3724,Media,1722,Grande,3.867,Medio,0.006,0.0093,-0.0098,0.0058,-0.0093,-0.0093,0.0151
SimpleUNet,U-Net simple,bfc49330-55c6-42f4-b934-7b9819770a57,3745.4512,3.7455,3.5735,Medio,0.33,Baja,214,Pequeña,2.6063,Bajo,0.0863,0.0,0.0868,-0.5,0.0,0.0,-0.5
SimpleUNet,U-Net simple,9bd526b0-147a-462c-a2c3-38a9d9349e09,11115.67,11.1157,4.0459,Alto,0.4093,Alta,1351,Media,6.1665,Alto,0.0773,0.1147,-0.0755,0.0903,-0.1147,-0.1147,0.205
SimpleUNet,U-Net simple,6f57b1e6-7810-4f37-826d-3f56f02b57fa,24561.824,24.5618,4.3903,Alto,0.3701,Media,3307,Grande,3.8377,Medio,0.113,0.0426,0.1655,-0.2292,-0.0426,-0.0426,-0.1866
SimpleUNet,U-Net simple,5072a283-d937-4c96-abe5-716ce6697e66,1773.0183,1.773,3.2487,Bajo,0.2982,Baja,633,Pequeña,1.9951,Bajo,0.0167,-0.0095,0.0297,-0.0648,0.0095,0.0095,-0.0742
SimpleUNet,U-Net simple,dc313ce5-f49b-4873-9849-1ad933cf4abc,15840.326,15.8403,4.1998,Alto,0.4303,Alta,2030,Grande,8.1601,Alto,-0.0196,-0.2512,0.1742,-0.3438,0.2512,0.2512,-0.5951
SimpleUNet,U-Net simple,02d4206c-bc5d-4433-9787-a07826618f60,802.3724,0.8024,2.9044,Bajo,0.2275,Baja,814,Media,1.0891,Bajo,0.4464,0.4079,0.4882,-0.07,-0.4079,-0.4079,0.3378
SimpleUNet,U-Net simple,032ebec4-17a8-4e1c-8f11-668230e37f2f,7221.2847,7.2213,3.8586,Alto,0.255,Baja,3994,Grande,1.4061,Bajo,0.0194,0.0183,0.0161,-0.0083,-0.0183,-0.0183,0.01
SimpleUNet,U-Net simple,420ffaa6-f10a-4c3c-bd01-c4be833809a0,2006.351,2.0064,3.3024,Bajo,0.4088,Alta,631,Pequeña,5.7795,Alto,0.3525,0.2868,-0.5429,0.3407,-0.2868,-0.2868,0.6276
SimpleUNet,U-Net simple,580301a3-124a-4f15-b327-7bf8569e2822,2119.162,2.1192,3.3262,Bajo,0.4187,Alta,523,Pequeña,6.4478,Alto,0.2741,-0.0096,0.3202,-1.2792,0.0096,0.0096,-1.2887
SimpleUNet,U-Net simple,2815a1b7-4270-42a4-b6e7-aafd226a961c,1605.279,1.6053,3.2056,Bajo,0.369,Media,414,Pequeña,3.6722,Medio,0.0679,-0.0072,0.061,-0.5749,0.0072,0.0072,-0.5821
SimpleUNet,U-Net simple,3fc01869-c90b-4553-8082-b6eca89fec3b,13519.577,13.5196,4.131,Alto,0.4037,Alta,1650,Grande,5.5734,Alto,-0.0135,-0.0242,-0.007,0.0006,0.0242,0.0242,-0.0236
SimpleUNet,U-Net simple,65248c61-8d49-4610-b8ad-fdebbe183408,8601.679,8.6017,3.9346,Alto,0.4168,Alta,770,Media,6.7556,Alto,0.0348,0.2675,-0.4193,1.213,-0.2675,-0.2675,1.4805
SimpleUNet,U-Net simple,ad626462-d996-4c74-acbc-164e7553186e,4646.8413,4.6468,3.6672,Medio,0.4003,Alta,690,Pequeña,5.4089,Alto,-0.0391,0.0029,-0.0499,0.1594,-0.0029,-0.0029,0.1623
SimpleUNet,U-Net simple,96a65c0d-3fae-4cfd-850d-54351a76530c,2952.4854,2.9525,3.4702,Bajo,0.093,Baja,808,Media,0.3013,Bajo,-0.0639,-0.1064,0.0379,-0.0371,0.1064,0.1064,-0.1436
SimpleUNet,U-Net simple,ad2b36ff-b85d-414c-81d5-3437c58ebc70,3812.0996,3.8121,3.5812,Medio,0.3366,Baja,1653,Grande,2.7666,Bajo,0.0695,0.0974,-0.0195,0.026,-0.0974,-0.0974,0.1234
SimpleUNet,U-Net simple,72b134a1-71d8-408d-98f1-e763723df4aa,2168.2708,2.1683,3.3361,Bajo,0.3681,Media,569,Pequeña,3.7219,Medio,-0.0332,-0.0035,-0.0341,0.167,0.0035,0.0035,0.1634
SimpleUNet,U-Net simple,6ce777fe-4f0b-41f5-b922-ccb275a61333,9558.239,9.5582,3.9804,Alto,0.3866,Media,1859,Grande,4.5522,Medio,-0.0592,-0.0672,-0.0529,0.0635,0.0672,0.0672,-0.0038
SimpleUNet,U-Net simple,8d770278-dbcf-44e8-a92c-3ac5ee189c9e,1630.4364,1.6304,3.2123,Bajo,0.376,Media,610,Pequeña,3.9388,Medio,0.0848,-0.0738,0.1537,-0.3984,0.0738,0.0738,-0.4721
SimpleUNet,U-Net simple,0b1b0d38-b168-42f1-812a-ef465f43030b,4359.6646,4.3597,3.6395,Medio,0.361,Media,243,Pequeña,3.5118,Medio,-0.2107,0.107,-0.6488,2.2058,-0.107,-0.107,2.3128
SimpleUNet,U-Net simple,2dddfdc7-83af-41cd-a137-105966e21537,3289.787,3.2898,3.5172,Medio,0.3013,Baja,1096,Media,2.0365,Bajo,0.0315,0.0374,0.0271,-0.0356,-0.0374,-0.0374,0.0018
SimpleUNet,U-Net simple,1c24921c-5f89-4fa6-8f96-79bd4ecdbb15,6936.5635,6.9366,3.8411,Alto,0.3902,Alta,2200,Grande,4.7758,Alto,0.0414,0.06,0.005,0.0,-0.06,-0.06,0.06
SimpleUNet,U-Net simple,2b3a0fec-9ffc-4bc7-b4e6-67d11328f5d2,3244.6697,3.2447,3.5112,Medio,0.3438,Media,1498,Grande,2.9064,Medio,-0.4305,-0.3391,-0.5893,0.3431,0.3391,0.3391,0.004
SimpleUNet,U-Net simple,bf5cba61-7eac-4888-86d6-df8b40afd666,4189.6445,4.1896,3.6222,Medio,0.3434,Media,770,Media,2.9395,Medio,-0.0457,-0.0649,-0.0342,0.0403,0.0649,0.0649,-0.0247
SimpleUNet,U-Net simple,1836771a-8794-4b3a-8b21-701a19d5416a,692.1915,0.6922,2.8402,Bajo,0.2415,Baja,461,Pequeña,1.2024,Bajo,0.2194,0.0,0.2418,-1.0738,0.0,0.0,-1.0738
SimpleUNet,U-Net simple,e6365c1a-7342-4446-8316-abf37581f40e,9019.001,9.019,3.9552,Alto,0.382,Media,2025,Grande,4.3405,Medio,0.0718,0.0973,0.035,-0.0198,-0.0973,-0.0973,0.0775
SimpleUNet,U-Net simple,4b9a458e-0923-4094-b663-a8c436a53198,9949.223,9.9492,3.9978,Alto,0.3303,Baja,586,Pequeña,2.645,Bajo,0.0182,-0.0529,0.0278,-0.2372,0.0529,0.0529,-0.2901
SimpleUNet,U-Net simple,aea9f697-e9d5-49e1-9de5-c9c668199182,6695.467,6.6955,3.8258,Alto,0.3806,Media,742,Media,4.3133,Medio,0.0901,-0.0741,0.1242,-0.6173,0.0741,0.0741,-0.6914
SimpleUNet,U-Net simple,42372859-1a0f-4325-9e91-1706b9948426,2152.2207,2.1522,3.3329,Bajo,0.1664,Baja,2774,Grande,0.6702,Bajo,-0.2349,-0.2725,-0.025,0.0025,0.2725,0.2725,-0.27
SimpleUNet,U-Net simple,2153dee3-ba83-4dc8-bfd4-39a425b62045,11394.272,11.3943,4.0567,Alto,0.3525,Media,2783,Grande,3.2421,Medio,0.068,-0.0446,0.1281,-0.2551,0.0446,0.0446,-0.2997
SimpleUNet,U-Net simple,b01e6bbb-4725-42a8-93ff-97df25dae62e,15957.312,15.9573,4.203,Alto,0.3445,Media,4887,Grande,2.973,Medio,0.0526,0.0616,-0.021,0.0305,-0.0616,-0.0616,0.0921
SimpleUNet,U-Net simple,82ad7715-a3cc-451b-85d3-4655b08d77fb,16925.791,16.9258,4.2285,Alto,0.4032,Alta,583,Pequeña,5.6174,Alto,0.1304,0.1475,-0.8832,1.1149,-0.1475,-0.1475,1.2624
SimpleUNet,U-Net simple,cb8f6809-ceb4-425c-bd71-486b776c537c,15620.792,15.6208,4.1937,Alto,0.3976,Alta,2334,Grande,5.1934,Alto,0.0683,0.0257,0.1025,-0.1345,-0.0257,-0.0257,-0.1088
SimpleUNet,U-Net simple,a06e098d-64b2-4156-99c0-f5c133e6beae,4466.7183,4.4667,3.65,Medio,0.3999,Alta,1608,Grande,5.3372,Alto,0.0809,0.1045,0.0167,0.0056,-0.1045,-0.1045,0.1101
SimpleUNet,U-Net simple,920a430d-403c-47ca-ac3e-e040c0f48d2d,1776.0858,1.7761,3.2495,Bajo,0.3899,Alta,446,Pequeña,4.578,Alto,-0.0173,-0.1435,0.0384,-0.2197,0.1435,0.1435,-0.3632
SimpleUNet,U-Net simple,7828cf50-89d7-4cd9-8337-528a2ff2ab0d,5355.703,5.3557,3.7288,Medio,0.4189,Alta,1355,Media,7.0352,Alto,0.1106,0.2273,-0.0354,0.0701,-0.2273,-0.2273,0.2974
SimpleUNet,U-Net simple,29623ab2-5f05-416c-bfea-abe2760de6bd,4030.091,4.0301,3.6053,Medio,0.3835,Media,1152,Media,4.3923,Medio,-0.2345,-0.1085,-0.281,0.5972,0.1085,0.1085,0.4887
SimpleUNet,U-Net simple,c27f364f-ae5b-4fba-a1cf-1f1fd4790749,11598.352,11.5984,4.0644,Alto,0.3916,Alta,2073,Grande,4.8414,Alto,-0.0057,-0.0193,0.0035,-0.0125,0.0193,0.0193,-0.0318
SimpleUNet,U-Net simple,35670bf7-d446-437b-9d00-ff45db092de8,22082.746,22.0827,4.3441,Alto,0.3765,Media,2822,Grande,4.1439,Medio,0.019,-0.0103,0.0627,-0.0567,0.0103,0.0103,-0.067
SimpleUNet,U-Net simple,6f3f6855-40a2-4dc2-86bc-e5db4b5aff61,5538.2666,5.5383,3.7434,Medio,0.2578,Baja,168,Pequeña,1.4405,Bajo,0.3087,0.9821,-0.8169,4.381,-0.9821,-0.9821,5.3631
SimpleUNet,U-Net simple,e28b22f1-c3cb-4092-98e9-ceb0e09166fc,1308.7118,1.3087,3.1168,Bajo,0.3072,Baja,101,Pequeña,2.1056,Bajo,-0.0,0.0,-0.0,4.2772,0.0,0.0,4.2772
SimpleUNet,U-Net simple,4767793d-0d89-4bc4-905b-bbc2ba8d954d,2421.3848,2.4214,3.3841,Bajo,0.2705,Baja,655,Pequeña,1.5945,Bajo,-0.0566,0.0168,-0.0986,0.2061,-0.0168,-0.0168,0.2229
SimpleUNet,U-Net simple,050ecd6f-0df9-419d-84e0-fae2168ce29c,4724.9126,4.7249,3.6744,Medio,0.393,Alta,743,Media,4.9049,Alto,0.127,0.0162,0.1639,-0.4024,-0.0162,-0.0162,-0.3863
SimpleUNet,U-Net simple,b54c0659-d3de-432b-a532-1354f9ff40ee,4120.0117,4.12,3.6149,Medio,0.1396,Baja,5123,Grande,0.5207,Bajo,0.1141,0.0783,-0.1943,0.0605,-0.0783,-0.0783,0.1388
SimpleUNet,U-Net simple,266cfe90-2327-4479-9938-8c0e13b962c9,2555.0974,2.5551,3.4074,Bajo,0.3479,Media,1150,Media,3.094,Medio,-0.2529,-0.1374,-0.4247,0.48,0.1374,0.1374,0.3426
SimpleUNet,U-Net simple,82c2002e-af10-4969-8e2b-50df13c53ce9,1758.1267,1.7581,3.2451,Bajo,0.4061,Alta,2014,Grande,5.4785,Alto,-0.1737,-0.1817,-0.1102,0.0109,0.1817,0.1817,-0.1708
SimpleUNet,U-Net simple,57be1acf-b916-4751-b3e0-5b2fd0b54662,2772.521,2.7725,3.4429,Bajo,0.3123,Baja,1917,Grande,2.2332,Bajo,0.0262,0.0548,-0.0094,0.0115,-0.0548,-0.0548,0.0662
SimpleUNet,U-Net simple,d2bf5d9a-83ab-447a-9567-fc94ff66e43e,23184.895,23.1849,4.3652,Alto,0.3915,Alta,659,Pequeña,4.9604,Alto,0.153,-0.1123,0.4298,-1.9863,0.1123,0.1123,-2.0986
SimpleUNet,U-Net simple,3175f19d-8d38-44d2-9db5-1787870e2a6e,16909.234,16.9092,4.2281,Alto,0.3777,Media,886,Media,4.1534,Medio,0.1958,-0.0102,0.2796,-0.64,0.0102,0.0102,-0.6501
