ModelName,Modelo,SampleId,Fluxrate,FluxrateTH,LogFluxrate,FluxrateBin,FluxrateRelativeUncertainty,FluxrateUncertaintyBin,GTArea,PlumeSizeBin,WindSpeed10m,WindSpeedBin,DeltaDice,DeltaRecall,DeltaPrecision,DeltaFPBurden,DeltaFNBurden,DeltaFalseNegativeRate,DeltaAreaRatio
TransformerUNet,U-Net Transformer,44c4379a-9961-4103-b177-cc9b535aa513,4814.6436,4.8146,3.6826,Medio,0.3929,Alta,1298,Media,4.894,Alto,0.0753,0.0431,0.1534,-0.0986,-0.0431,-0.0431,-0.0555
TransformerUNet,U-Net Transformer,046a5795-be62-4e21-ab46-10700026e8af,1859.5458,1.8595,3.2694,Bajo,0.3451,Media,1250,Media,2.9547,Medio,0.0452,0.048,-0.0088,0.0072,-0.048,-0.048,0.0552
TransformerUNet,U-Net Transformer,d50e3f63-c7b9-4cf3-ad40-b63ae65b6582,4179.4478,4.1794,3.6211,Medio,0.3217,Baja,602,Pequeña,2.428,Bajo,0.1482,0.0249,0.1762,-0.5415,-0.0249,-0.0249,-0.5166
TransformerUNet,U-Net Transformer,998c7e5e-76e2-4afe-b1fa-332efe35c866,2061.0383,2.061,3.3141,Bajo,0.2836,Baja,793,Media,1.7691,Bajo,0.0694,0.2219,-0.1002,0.2131,-0.2219,-0.2219,0.4351
TransformerUNet,U-Net Transformer,2addea9b-705e-48df-a6b9-1563dd358cf2,11546.429,11.5464,4.0624,Alto,0.3859,Media,985,Media,4.5177,Medio,0.0282,-0.0122,0.0459,-0.1056,0.0122,0.0122,-0.1178
TransformerUNet,U-Net Transformer,9aad4908-283f-4d96-90d8-4dbd2a95fd20,8835.269,8.8353,3.9462,Alto,0.4172,Alta,1035,Media,6.757,Alto,-0.1621,-0.4087,0.0045,-0.3343,0.4087,0.4087,-0.743
TransformerUNet,U-Net Transformer,45e4fc20-478d-481d-81d7-56491ea74b17,885.5847,0.8856,2.9472,Bajo,0.2711,Baja,269,Pequeña,1.5455,Bajo,-0.1813,-0.2677,-0.1335,0.1413,0.2677,0.2677,-0.1264
TransformerUNet,U-Net Transformer,e77e8be7-2bcd-4733-b99d-1bb80796ccfc,11175.985,11.176,4.0483,Alto,0.3745,Media,1729,Grande,4.0544,Medio,-0.0013,0.0121,-0.0061,0.0249,-0.0121,-0.0121,0.037
TransformerUNet,U-Net Transformer,c174d1a9-7c9a-4bea-9a56-7b7314795c2e,2466.704,2.4667,3.3921,Bajo,0.3838,Media,353,Pequeña,4.3559,Medio,-0.1046,-0.1841,-0.0307,-0.0198,0.1841,0.1841,-0.204
TransformerUNet,U-Net Transformer,80605426-a03c-42da-91a5-c8cf078892b6,4458.6416,4.4586,3.6492,Medio,0.3922,Alta,845,Media,4.8465,Alto,-0.0312,0.0391,-0.0807,0.1456,-0.0391,-0.0391,0.1846
TransformerUNet,U-Net Transformer,723fb882-a81f-4ab9-8093-716b47be339a,4780.276,4.7803,3.6795,Medio,0.3742,Media,1659,Grande,3.9815,Medio,0.0146,0.0102,0.0246,-0.0078,-0.0102,-0.0102,0.0024
TransformerUNet,U-Net Transformer,95c710dc-ee49-4694-9422-6c04f963e406,11028.1045,11.0281,4.0425,Alto,0.4152,Alta,1433,Grande,6.4808,Alto,-0.1828,-0.1724,-0.125,0.0258,0.1724,0.1724,-0.1465
TransformerUNet,U-Net Transformer,361fd443-6b8e-48ee-b115-9e32cf1d1a62,3329.8748,3.3299,3.5224,Medio,0.3146,Baja,394,Pequeña,2.2865,Bajo,0.0023,-0.0051,0.0087,-0.0127,0.0051,0.0051,-0.0178
TransformerUNet,U-Net Transformer,85ca14c8-d38e-474c-8fce-6f1973aa87c9,13748.677,13.7487,4.1383,Alto,0.4043,Alta,2247,Grande,5.6525,Alto,0.0727,0.0846,-0.0061,0.0547,-0.0846,-0.0846,0.1393
TransformerUNet,U-Net Transformer,63469f68-509c-45de-9a32-d7a9b525b5df,6869.458,6.8695,3.8369,Alto,0.3441,Media,723,Pequeña,2.9646,Medio,-0.0543,-0.1355,-0.0008,-0.0456,0.1355,0.1355,-0.1812
TransformerUNet,U-Net Transformer,82647f47-67ae-4be7-91b1-e158306dc130,2449.1018,2.4491,3.389,Bajo,0.3866,Media,595,Pequeña,4.4908,Medio,-0.0683,-0.3681,0.1369,-0.4504,0.3681,0.3681,-0.8185
TransformerUNet,U-Net Transformer,ddd64764-a336-4c26-b9e3-9b44cb62805a,10648.703,10.6487,4.0273,Alto,0.241,Baja,3983,Grande,1.2473,Bajo,0.0222,0.0437,-0.0098,0.0098,-0.0437,-0.0437,0.0535
TransformerUNet,U-Net Transformer,07dc4337-9b82-4af3-811d-39e8a39a4b71,5780.779,5.7808,3.762,Medio,0.4499,Alta,326,Pequeña,11.5113,Alto,0.0141,0.0337,0.0003,0.0092,-0.0337,-0.0337,0.0429
TransformerUNet,U-Net Transformer,473efe5e-d624-4f42-b7a0-79ea61ae29db,1053.707,1.0537,3.0227,Bajo,0.3986,Alta,299,Pequeña,4.7037,Alto,-0.0024,-0.0033,-0.0019,-0.2609,0.0033,0.0033,-0.2642
TransformerUNet,U-Net Transformer,7ff98516-0da0-455b-a797-d652d12a227e,3926.127,3.9261,3.594,Medio,0.149,Baja,2948,Grande,0.5666,Bajo,-0.1032,-0.0597,0.1187,-0.0129,0.0597,0.0597,-0.0726
TransformerUNet,U-Net Transformer,a161ca84-a5b9-4f6c-bd00-9cde5e535517,12230.442,12.2304,4.0874,Alto,0.3061,Baja,1235,Media,2.1245,Bajo,-0.1789,0.0162,-0.2026,0.8988,-0.0162,-0.0162,0.915
TransformerUNet,U-Net Transformer,ba82edf8-07db-49a8-9785-ef60368dd749,5240.7856,5.2408,3.7194,Medio,0.3352,Baja,1812,Grande,2.7376,Bajo,-0.0578,-0.1082,0.002,-0.0132,0.1082,0.1082,-0.1214
TransformerUNet,U-Net Transformer,218623fa-8d68-4da4-9584-0f6fb2d7f33f,2717.298,2.7173,3.4341,Bajo,0.3455,Media,677,Pequeña,2.9965,Medio,-0.0149,-0.0384,0.0004,-0.0517,0.0384,0.0384,-0.0901
TransformerUNet,U-Net Transformer,08fdf4c7-9855-4229-b7e0-1082fa8a8dd7,12970.989,12.971,4.113,Alto,0.2361,Baja,3541,Grande,1.2167,Bajo,0.0154,0.0469,-0.0272,0.0282,-0.0469,-0.0469,0.0751
TransformerUNet,U-Net Transformer,bc4b9c5e-d80c-4e0f-a49e-33848627748e,1406.3221,1.4063,3.1481,Bajo,0.4111,Alta,759,Media,5.6407,Alto,0.0372,1.0,-0.981,51.6996,-1.0,-1.0,52.6996
TransformerUNet,U-Net Transformer,21fcd303-d2cd-41fb-943c-4a1311067fff,24373.611,24.3736,4.3869,Alto,0.4148,Alta,3734,Grande,6.5028,Alto,0.0403,0.0394,0.0032,-0.0008,-0.0394,-0.0394,0.0386
TransformerUNet,U-Net Transformer,fb7d5115-fbdb-4ffa-9487-dd7a60745b06,10913.685,10.9137,4.038,Alto,0.132,Baja,7416,Grande,0.4818,Bajo,0.3657,0.3715,-0.0136,0.0085,-0.3715,-0.3715,0.38
TransformerUNet,U-Net Transformer,bdd61e48-2f99-4993-a9ed-21910e2668ba,4491.469,4.4915,3.6524,Medio,0.3259,Baja,1872,Grande,2.5181,Bajo,-0.0222,-0.0369,0.0047,-0.0123,0.0369,0.0369,-0.0491
TransformerUNet,U-Net Transformer,4c843d68-eb45-46ef-801b-1cb8176f95fa,8782.591,8.7826,3.9436,Alto,0.3184,Baja,2204,Grande,2.3632,Bajo,-0.0484,-0.1996,0.124,-0.1629,0.1996,0.1996,-0.3625
TransformerUNet,U-Net Transformer,1d9b5fde-271e-4e01-a778-174d90a107ea,3236.4565,3.2365,3.5101,Medio,0.3111,Baja,2016,Grande,2.2147,Bajo,-0.1103,-0.059,-0.3924,0.1305,0.059,0.059,0.0714
TransformerUNet,U-Net Transformer,f3758402-d1da-4faf-b97e-1a8966423efd,1767.2368,1.7672,3.2473,Bajo,0.2809,Baja,1092,Media,1.718,Bajo,-0.1699,-0.3874,0.0749,-0.2015,0.3874,0.3874,-0.5888
TransformerUNet,U-Net Transformer,f1057ace-9671-4698-9701-bb5873ff72df,3525.0916,3.5251,3.5472,Medio,0.3189,Baja,602,Pequeña,2.3594,Bajo,0.3376,-0.0282,0.3532,-2.1944,0.0282,0.0282,-2.2226
TransformerUNet,U-Net Transformer,9cebc57e-ce99-4559-8deb-c4640822dfcb,2012.26,2.0123,3.3037,Bajo,0.4199,Alta,481,Pequeña,6.5778,Alto,-0.0664,-0.0977,-0.0501,0.079,0.0977,0.0977,-0.0187
TransformerUNet,U-Net Transformer,b19a1e1d-95ed-4782-a5eb-8fe6d51dd1e9,2957.1519,2.9572,3.4709,Medio,0.3983,Alta,650,Pequeña,5.1294,Alto,0.1742,0.0862,0.2756,-0.3185,-0.0862,-0.0862,-0.2323
TransformerUNet,U-Net Transformer,462657dc-ac28-4ba8-98c6-2f5cd8469c48,3068.672,3.0687,3.487,Medio,0.4134,Alta,1054,Media,6.2303,Alto,-0.1189,-0.1575,-0.0955,-0.1366,0.1575,0.1575,-0.2941
TransformerUNet,U-Net Transformer,ab5cc3ca-9a66-4fc5-bab9-cd56ae4d47d4,8487.351,8.4874,3.9288,Alto,0.3765,Media,2579,Grande,4.0989,Medio,-0.0017,-0.0112,0.0108,-0.0171,0.0112,0.0112,-0.0283
TransformerUNet,U-Net Transformer,82fde954-7e1a-4f1b-afc4-5c03ce07dae0,13214.742,13.2147,4.1211,Alto,0.2936,Baja,6316,Grande,1.9281,Bajo,0.1737,0.1265,-0.1116,0.0351,-0.1265,-0.1265,0.1617
TransformerUNet,U-Net Transformer,81d3c1af-ff38-4303-bcc5-c72eebefcb74,3310.2937,3.3103,3.5199,Medio,0.4011,Alta,1485,Grande,5.3766,Alto,-0.1936,-0.338,0.065,-0.0768,0.338,0.338,-0.4148
TransformerUNet,U-Net Transformer,4aedc7d2-ce34-4f8e-9f40-50a75e53a932,2268.2683,2.2683,3.3557,Bajo,0.4342,Alta,533,Pequeña,8.1038,Alto,0.047,0.0131,0.0468,-0.2683,-0.0131,-0.0131,-0.2552
TransformerUNet,U-Net Transformer,b4137320-7be5-4570-9e5e-9ea494e4208a,3929.7053,3.9297,3.5944,Medio,0.3946,Alta,880,Media,5.1036,Alto,0.0469,-0.1943,0.5144,-1.233,0.1943,0.1943,-1.4273
TransformerUNet,U-Net Transformer,451d1b62-94e4-46f4-bd6c-d0f9881bcfd5,4459.4263,4.4594,3.6493,Medio,0.4177,Alta,522,Pequeña,6.684,Alto,-0.0676,-0.067,-0.0505,0.4847,0.067,0.067,0.4176
TransformerUNet,U-Net Transformer,ada347bc-ba2a-4da3-a04c-2711ec090fd4,4902.377,4.9024,3.6904,Medio,0.4149,Alta,598,Pequeña,6.4998,Alto,-0.1335,-0.0719,-0.1687,0.2826,0.0719,0.0719,0.2107
TransformerUNet,U-Net Transformer,8d3c9c2d-4355-45c5-a247-6ff7734bce02,2184.12,2.1841,3.3393,Bajo,0.3265,Baja,1746,Grande,2.4928,Bajo,-0.0247,-0.0286,-0.0052,-0.047,0.0286,0.0286,-0.0756
TransformerUNet,U-Net Transformer,95c7f58d-4252-4ec5-b969-4d6d6390c2da,4571.925,4.5719,3.6601,Medio,0.3503,Media,1225,Media,3.1245,Medio,-0.2271,-0.5224,-0.0963,-0.3469,0.5224,0.5224,-0.8694
TransformerUNet,U-Net Transformer,f118bca8-fa6e-4911-8a2b-2bea0578dd5e,2832.846,2.8328,3.4522,Bajo,0.3219,Baja,644,Pequeña,2.4246,Bajo,0.1141,-0.1491,0.2773,-0.5807,0.1491,0.1491,-0.7298
TransformerUNet,U-Net Transformer,0b7963f1-5291-4749-9672-8c9c4e283274,3977.523,3.9775,3.5996,Medio,0.415,Alta,1457,Grande,6.4237,Alto,0.0302,-0.0172,0.407,-0.232,0.0172,0.0172,-0.2491
TransformerUNet,U-Net Transformer,c501864e-5ec8-4fe5-86a6-844a243542f9,27241.354,27.2414,4.4352,Alto,0.2227,Baja,5483,Grande,1.0854,Bajo,0.2361,0.4321,0.0123,0.1486,-0.4321,-0.4321,0.5807
TransformerUNet,U-Net Transformer,b6b5e867-19ed-47e8-9588-3c8ee60479ff,1805.3337,1.8053,3.2566,Bajo,0.2697,Baja,512,Pequeña,1.5684,Bajo,-0.0867,-0.0762,-0.0935,0.1191,0.0762,0.0762,0.043
TransformerUNet,U-Net Transformer,3db1c59f-7229-4cab-944f-291cec3f8ca9,3154.4543,3.1545,3.4989,Medio,0.2568,Baja,2463,Grande,1.4233,Bajo,0.0495,-0.0264,0.3645,-0.2233,0.0264,0.0264,-0.2497
TransformerUNet,U-Net Transformer,c5a898d0-2eb1-417d-b232-7efa68a044f4,959.5648,0.9596,2.9821,Bajo,0.1741,Baja,856,Media,0.7028,Bajo,-0.11,-0.1928,0.0348,-0.0432,0.1928,0.1928,-0.236
TransformerUNet,U-Net Transformer,b9af967e-a74a-4efa-b567-07a5f3be7ffd,1873.7544,1.8738,3.2727,Bajo,0.3716,Media,799,Media,3.806,Medio,0.112,-0.1339,0.3062,-0.4618,0.1339,0.1339,-0.5957
TransformerUNet,U-Net Transformer,d4667ef7-931b-40eb-a8d9-aec516f17cd8,5830.448,5.8304,3.7657,Medio,0.4311,Alta,273,Pequeña,8.465,Alto,-0.2841,-0.9377,-0.1674,0.5604,0.9377,0.9377,-0.3773
TransformerUNet,U-Net Transformer,e86b2340-48b2-44b5-81ac-4ba9763acc70,4105.352,4.1054,3.6134,Medio,0.3801,Media,360,Pequeña,4.2335,Medio,-0.5632,0.0583,-0.6233,4.4444,-0.0583,-0.0583,4.5028
TransformerUNet,U-Net Transformer,4ee10b33-67bf-4803-9a2d-2aa96eac2c97,8607.028,8.607,3.9349,Alto,0.3636,Media,608,Pequeña,3.6001,Medio,-0.0723,0.0378,-0.1441,0.2352,-0.0378,-0.0378,0.273
TransformerUNet,U-Net Transformer,6bea6070-2dd7-4847-91ae-6d063eb8ac20,1835.355,1.8354,3.2637,Bajo,0.3844,Media,532,Pequeña,4.3034,Medio,0.0975,0.0019,0.0894,-0.7387,-0.0019,-0.0019,-0.7368
TransformerUNet,U-Net Transformer,a30de530-d636-43a9-bfe1-dc7059516ca6,6471.8867,6.4719,3.811,Alto,0.3877,Alta,870,Media,4.6994,Alto,0.0972,0.0057,0.2002,-0.2621,-0.0057,-0.0057,-0.2563
TransformerUNet,U-Net Transformer,a2ca283c-1a35-4590-a604-4074f7e920fa,2693.8577,2.6939,3.4304,Bajo,0.3805,Media,600,Pequeña,4.1786,Medio,0.0017,0.0267,-0.0093,0.575,-0.0267,-0.0267,0.6017
TransformerUNet,U-Net Transformer,522bcfea-050d-4d8b-850f-c9a428570c2e,957.8106,0.9578,2.9813,Bajo,0.3601,Media,420,Pequeña,3.2594,Medio,-0.0277,-0.2024,0.0075,-0.5024,0.2024,0.2024,-0.7048
TransformerUNet,U-Net Transformer,3f92af0d-54bd-4b7b-8b85-087aaf2fdeba,18523.684,18.5237,4.2677,Alto,0.373,Media,934,Media,3.9481,Medio,-0.1105,0.0803,-0.2117,0.454,-0.0803,-0.0803,0.5343
TransformerUNet,U-Net Transformer,7804f4d4-c3b9-4661-a22e-834478ae4450,1622.6312,1.6226,3.2102,Bajo,0.3539,Media,773,Media,3.1843,Medio,-0.0379,-0.0595,-0.0061,-0.0091,0.0595,0.0595,-0.0686
TransformerUNet,U-Net Transformer,50792a95-3b0a-48f6-9ecb-0e2161486b5e,7081.032,7.081,3.8501,Alto,0.3979,Alta,868,Media,5.3431,Alto,0.0425,1.0,-0.9783,45.0818,-1.0,-1.0,46.0818
TransformerUNet,U-Net Transformer,2a939843-a380-4d72-88c2-7f8369ea4157,1354.7825,1.3548,3.1319,Bajo,0.2374,Baja,596,Pequeña,1.2038,Bajo,-0.1041,-0.1342,-0.067,0.0319,0.1342,0.1342,-0.1023
TransformerUNet,U-Net Transformer,f7beb37f-a1b5-4bd2-9dc3-a6a8dc216d62,1056.8569,1.0569,3.024,Bajo,0.1447,Baja,397,Pequeña,0.5413,Bajo,0.5205,0.6247,0.446,-0.5063,-0.6247,-0.6247,0.1184
TransformerUNet,U-Net Transformer,a204713f-aef5-450d-93ce-2476cf3e53fa,8292.65,8.2926,3.9187,Alto,0.3726,Media,1742,Grande,3.9759,Medio,-0.032,0.0,-0.052,0.0827,0.0,0.0,0.0827
TransformerUNet,U-Net Transformer,a8191797-773a-4628-b545-1b0e3ac4bc4c,8515.811,8.5158,3.9302,Alto,0.4148,Alta,1933,Grande,6.5482,Alto,0.0041,-0.1019,0.1068,-0.1681,0.1019,0.1019,-0.27
TransformerUNet,U-Net Transformer,5a5c5a52-9124-4bcb-88ad-bbf9829aac69,8149.849,8.1498,3.9111,Alto,0.3746,Media,3360,Grande,4.0764,Medio,-0.0963,-0.131,-0.001,-0.0217,0.131,0.131,-0.1527
TransformerUNet,U-Net Transformer,e1b48f82-1cd4-4a44-acac-69893c3cd1a2,2606.6035,2.6066,3.4161,Bajo,0.2879,Baja,872,Media,1.8344,Bajo,0.0373,0.0631,0.0265,-0.0562,-0.0631,-0.0631,0.0069
TransformerUNet,U-Net Transformer,9759e3de-9cc3-4f55-b9c4-0d32f59a4463,2881.2266,2.8812,3.4596,Bajo,0.2736,Baja,1856,Grande,1.6344,Bajo,0.0289,0.0275,0.0304,-0.0307,-0.0275,-0.0275,-0.0032
TransformerUNet,U-Net Transformer,ff4c82b0-5fcd-4225-923e-7df0d56f4f6a,1656.7709,1.6568,3.2193,Bajo,0.3467,Media,697,Pequeña,2.984,Medio,-0.0075,-0.089,0.0656,-0.0961,0.089,0.089,-0.1851
TransformerPlus,TransformerPlus,6903afdc-167b-4fdb-8f51-6f1d58111946,3550.184,3.5502,3.5503,Medio,0.4042,Alta,756,Media,5.5713,Alto,-0.1952,-0.0728,-0.2691,0.459,0.0728,0.0728,0.3862
TransformerPlus,TransformerPlus,365a3850-e629-476a-83cf-dc4ef3355295,799.0432,0.799,2.9026,Bajo,0.335,Baja,96,Pequeña,2.5512,Bajo,-0.1373,-0.9479,-0.0736,-5.9687,0.9479,0.9479,-6.9167
TransformerPlus,TransformerPlus,1545c4a6-add6-4acb-9a74-4de5a97e8843,2266.8972,2.2669,3.3554,Bajo,0.3627,Media,560,Pequeña,3.5497,Medio,0.0445,0.1357,-0.0105,0.1446,-0.1357,-0.1357,0.2804
TransformerPlus,TransformerPlus,e00a0f4f-f778-43a7-bb30-0fb8c1ed99d1,3493.422,3.4934,3.5433,Medio,0.4227,Alta,731,Media,7.2366,Alto,-0.3347,-0.4145,-0.1619,0.0287,0.4145,0.4145,-0.3858
TransformerPlus,TransformerPlus,1b6aba7b-2f80-41ec-b6b3-f07739b609a1,1305.6165,1.3056,3.1158,Bajo,0.2691,Baja,531,Pequeña,1.544,Bajo,-0.0266,-0.0245,-0.0284,0.032,0.0245,0.0245,0.0075
TransformerPlus,TransformerPlus,04547b46-ef41-4254-b553-a11f16acbd40,12593.083,12.5931,4.1001,Alto,0.3958,Alta,997,Media,5.1157,Alto,0.3142,0.2237,0.4248,-0.5055,-0.2237,-0.2237,-0.2818
TransformerPlus,TransformerPlus,b9df4252-d935-4884-a61e-84e58a75769b,5390.157,5.3902,3.7316,Medio,0.3493,Media,2622,Grande,3.1168,Medio,0.0965,0.0957,0.0275,-0.0084,-0.0957,-0.0957,0.0873
TransformerPlus,TransformerPlus,a833f58b-77e2-4984-9119-f3437717bb17,1264.024,1.264,3.1018,Bajo,0.3599,Media,428,Pequeña,3.3666,Medio,0.0665,-0.1449,0.2319,-0.4112,0.1449,0.1449,-0.5561
TransformerPlus,TransformerPlus,28b6bb2b-3fae-422d-bbfa-856ec84d7804,2974.1228,2.9741,3.4734,Medio,0.406,Alta,789,Media,5.6614,Alto,0.0187,-0.0025,0.0586,-0.0507,0.0025,0.0025,-0.0532
TransformerPlus,TransformerPlus,b79fa8ed-1650-487b-91f2-ea5cfe04cadc,3637.4597,3.6375,3.5608,Medio,0.4142,Alta,254,Pequeña,6.3424,Alto,0.2737,-0.0276,0.3066,-1.5118,0.0276,0.0276,-1.5394
TransformerPlus,TransformerPlus,d2547ba7-fc8c-4e48-8481-352a3a4d4b21,1831.3159,1.8313,3.2628,Bajo,0.2718,Baja,624,Pequeña,1.5896,Bajo,-0.343,0.1667,-0.4032,2.8846,-0.1667,-0.1667,3.0513
TransformerPlus,TransformerPlus,c8bdeb22-a3ba-4788-81cc-093056de4a8e,19328.965,19.329,4.2862,Alto,0.4066,Alta,1623,Grande,5.8197,Alto,0.0549,0.09,-0.0187,0.016,-0.09,-0.09,0.106
TransformerPlus,TransformerPlus,b29e84a0-c8ab-4251-8124-54afcb4ceb9c,2555.0974,2.5551,3.4074,Bajo,0.3479,Media,1150,Media,3.094,Medio,-0.1426,-0.1878,0.0221,-0.0313,0.1878,0.1878,-0.2191
TransformerPlus,TransformerPlus,5da1b659-166e-4285-843d-f71c29baa660,1901.2859,1.9013,3.279,Bajo,0.1908,Baja,636,Pequeña,0.8111,Bajo,0.3373,0.6242,0.1097,0.239,-0.6242,-0.6242,0.8632
TransformerPlus,TransformerPlus,0eb3d9ee-d7ac-4344-8748-119817f51be3,2012.478,2.0125,3.3037,Bajo,0.4008,Alta,413,Pequeña,5.2442,Alto,-0.0105,-0.092,0.0249,-0.1646,0.092,0.092,-0.2567
TransformerPlus,TransformerPlus,e2a81b7c-3fcf-4a28-afc6-6929aa7d6c7e,1859.6279,1.8596,3.2694,Bajo,0.1356,Baja,1319,Media,0.4981,Bajo,-0.0387,0.025,-0.0662,0.1607,-0.025,-0.025,0.1857
TransformerPlus,TransformerPlus,289dbcc3-8a1b-46fd-afd8-ed61454f54b5,5497.8486,5.4978,3.7402,Medio,0.2318,Baja,1206,Media,1.1601,Bajo,0.3032,-0.0522,0.3948,-1.4328,0.0522,0.0522,-1.4851
TransformerPlus,TransformerPlus,0330995a-5e30-4cb2-8ed7-f74c1e272b98,14383.968,14.384,4.1579,Alto,0.4111,Alta,1101,Media,6.1748,Alto,-0.1502,-0.3306,-0.0338,-0.2788,0.3306,0.3306,-0.6094
TransformerPlus,TransformerPlus,bfe23d76-85f1-4a6a-bfe6-5483a3869049,4826.738,4.8267,3.6837,Medio,0.4127,Alta,1375,Media,6.1294,Alto,-0.0223,-0.0545,0.0233,-0.0233,0.0545,0.0545,-0.0778
TransformerPlus,TransformerPlus,dd4a4e28-9a9f-41a8-84e4-d20673ca31cd,18815.766,18.8158,4.2745,Alto,0.373,Media,2281,Grande,3.9829,Medio,-0.0204,-0.0697,0.0187,-0.0487,0.0697,0.0697,-0.1184
TransformerPlus,TransformerPlus,67756e67-f943-4f44-a748-c0ac2d86403e,10717.046,10.717,4.0301,Alto,0.4112,Alta,3059,Grande,6.1781,Alto,0.0099,0.0092,0.0094,-0.0049,-0.0092,-0.0092,0.0042
TransformerPlus,TransformerPlus,789c743e-c04a-4aad-b156-67f965c09105,7892.854,7.8929,3.8972,Alto,0.4079,Alta,967,Media,5.8816,Alto,0.0165,-0.0134,0.0334,-0.062,0.0134,0.0134,-0.0755
TransformerPlus,TransformerPlus,7f4bf604-90fe-431f-8812-9496e3ef716a,3958.6956,3.9587,3.5976,Medio,0.4084,Alta,625,Pequeña,5.8773,Alto,0.2033,0.3776,0.0866,0.0896,-0.3776,-0.3776,0.4672
TransformerPlus,TransformerPlus,d29a55fc-23bc-4927-a41e-11365cf2b68a,1680.6942,1.6807,3.2255,Bajo,0.3893,Alta,368,Pequeña,4.6538,Alto,0.1518,0.1005,0.2078,-2.6413,-0.1005,-0.1005,-2.5408
TransformerPlus,TransformerPlus,c18da7a8-eed2-49db-b6d8-9d0bcb91013b,4746.4556,4.7465,3.6764,Medio,0.4314,Alta,1162,Media,8.4178,Alto,-0.0,0.0,-0.0,0.0835,0.0,0.0,0.0835
TransformerPlus,TransformerPlus,3986fd15-5303-4fa6-930b-7f2c8e31daea,4480.0312,4.48,3.6513,Medio,0.2988,Baja,1581,Grande,2.0063,Bajo,0.012,0.1739,-0.1463,0.2543,-0.1739,-0.1739,0.4282
TransformerPlus,TransformerPlus,0d14e6dc-959f-4e96-a8d3-d6bc372f1817,4223.507,4.2235,3.6257,Medio,0.2391,Baja,3536,Grande,1.2369,Bajo,0.2499,0.3756,-0.0532,0.0831,-0.3756,-0.3756,0.4587
TransformerPlus,TransformerPlus,f11d2aa3-9384-404c-90e9-c3729fc9ad73,3201.8877,3.2019,3.5054,Medio,0.3536,Media,714,Pequeña,3.239,Medio,0.1177,0.3922,-0.0521,0.4146,-0.3922,-0.3922,0.8067
TransformerPlus,TransformerPlus,9d985b1c-5fdf-46f8-98a9-909c92ba0bc8,3845.3315,3.8453,3.5849,Medio,0.3662,Media,650,Pequeña,3.6639,Medio,-0.0927,0.0646,-0.1708,0.3908,-0.0646,-0.0646,0.4554
TransformerPlus,TransformerPlus,73841ef8-5218-4d03-a2dd-72c84ac34fb4,1147.159,1.1472,3.0596,Bajo,0.3822,Media,417,Pequeña,4.0572,Medio,0.1141,0.1079,0.1141,-0.6211,-0.1079,-0.1079,-0.5132
TransformerPlus,TransformerPlus,1aa936e5-83f9-4e0c-88f7-af7d9a50e57e,2722.4744,2.7225,3.435,Bajo,0.3205,Baja,452,Pequeña,2.4027,Bajo,-0.0315,0.0376,-0.0269,0.5686,-0.0376,-0.0376,0.6062
TransformerPlus,TransformerPlus,ad08f042-2a02-4b28-bc46-4d116b66632a,4184.1846,4.1842,3.6216,Medio,0.1755,Baja,1638,Grande,0.7284,Bajo,-0.1882,-0.4151,0.0111,-0.2167,0.4151,0.4151,-0.6319
TransformerPlus,TransformerPlus,43187285-c9a9-4b94-9e16-c035ddddc1b4,21531.377,21.5314,4.3331,Alto,0.3445,Media,1256,Media,3.0119,Medio,0.0637,0.0557,0.0336,0.0008,-0.0557,-0.0557,0.0565
TransformerPlus,TransformerPlus,5f129616-2b9b-4461-bbe7-ec1442caa9a3,4803.0938,4.8031,3.6815,Medio,0.4097,Alta,784,Media,6.1538,Alto,0.0467,0.1224,-0.0229,0.0663,-0.1224,-0.1224,0.1888
TransformerPlus,TransformerPlus,036334fd-fb89-46cd-958c-ff1bfcfa18db,6637.4805,6.6375,3.822,Alto,0.3025,Baja,6332,Grande,2.0656,Bajo,-0.0055,-0.0038,0.0395,-0.0046,0.0038,0.0038,-0.0084
TransformerPlus,TransformerPlus,c6972a91-b63f-4f25-953c-3b2e6b1cab81,3263.3662,3.2634,3.5137,Medio,0.3434,Media,790,Media,2.9261,Medio,-0.0996,-0.0025,-0.1862,0.2443,0.0025,0.0025,0.2418
TransformerPlus,TransformerPlus,7904e47a-1d48-414c-baf5-c629aed0c7fd,15391.9,15.3919,4.1873,Alto,0.3424,Media,2193,Grande,2.9324,Medio,-0.0368,-0.0561,-0.0263,0.0246,0.0561,0.0561,-0.0315
TransformerPlus,TransformerPlus,dd3821a2-7d87-47af-9008-6dbb831895d8,14694.254,14.6943,4.1671,Alto,0.3921,Alta,1213,Media,4.9889,Alto,0.012,0.0025,0.0169,-0.0297,-0.0025,-0.0025,-0.0272
TransformerPlus,TransformerPlus,d6d3664a-bc38-4253-8938-faebf198da11,4718.6807,4.7187,3.6738,Medio,0.4052,Alta,676,Pequeña,5.7884,Alto,0.0341,0.034,0.0341,-0.0385,-0.034,-0.034,-0.0044
TransformerPlus,TransformerPlus,db77c88b-cfdb-4590-a51d-4d25cddb9773,8185.6714,8.1857,3.9131,Alto,0.3707,Media,1899,Grande,3.8521,Medio,0.0097,0.0484,-0.0447,0.0427,-0.0484,-0.0484,0.0911
