RunTag,FeatureConfig,ModelName,RunName,RunId,ModelRunId,Split,Checkpoint,Threshold,Samples,InputChannels,MeanDice,MeanIoU,MeanPrecision,MeanRecall,GlobalDice,GlobalIoU,GlobalPrecision,GlobalRecall,GroundTruthPixels,PredictedPixels,TruePositivePixels,FalsePositivePixels,FalseNegativePixels
101622,ConfigC,EnhancedUNet,Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,EnhancedUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,0.7,528,12,0.6006429552342037,0.4753058832494356,0.7307523292368399,0.5928402262529009,0.6182024899775749,0.4473900737944978,0.6680443008565432,0.5752815710653443,722109,621839,415416,206423,306693
