Epoch,TrainLoss,TrainDice,TrainIoU,TrainGlobalDice,TrainGlobalIoU,ValLoss,ValDice,ValIoU,ValGlobalDice,ValGlobalIoU
28,0.4201983172785152,0.6721479018980806,0.5391178492021251,0.6930108039893887,0.5401942138983444,0.5763964842666279,0.5531370414025856,0.4262992771285953,0.5777571156169429,0.42048353769562463
