RunTag,FeatureConfig,ModelName,RunName,RunId,InputChannels,Epochs,BestEpoch,BestValMeanDice,BestModelPath,LastModelPath,TrainingHistoryPath
101622,ConfigC,SimpleUNet,Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,12,30,28,0.5531370414025856,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigC/SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull/Checkpoints/BestModel.pt,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigC/SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull/Checkpoints/LastModel.pt,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigC/SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull/Metrics/TrainingHistory.csv
