EvalThreshold,FeatureConfig,ModelName,RunName,RunId,ModelRunId,Split,Checkpoint,Samples,InputChannels,MeanDice,MeanIoU,MeanPrecision,MeanRecall,GlobalDice,GlobalIoU,GlobalPrecision,GlobalRecall,GroundTruthPixels,PredictedPixels,TruePositivePixels,FalsePositivePixels,FalseNegativePixels
0.3,ConfigC,SimpleUNet,Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,528,12,0.5888320169943466,0.4549282392860329,0.6161414316617657,0.6783379328174337,0.5855515273286411,0.4139786910887915,0.561423394209187,0.6118466879659278,722109,786964,441820,345144,280289
0.4,ConfigC,SimpleUNet,Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,528,12,0.5898785240865655,0.4564478444687291,0.6273694178869106,0.6673659461620849,0.5859998078869386,0.4144269648306236,0.5727963395206559,0.5998263420070934,722109,756185,433140,323045,288969
0.5,ConfigC,SimpleUNet,Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,528,12,0.590170819730179,0.4571825729175387,0.6368830368009388,0.6568342947680587,0.5908075517833441,0.4192525673348726,0.5926840043431161,0.5889429435174067,722109,717551,425281,292270,296828
0.6,ConfigC,SimpleUNet,Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,528,12,0.5897897170286198,0.4571921618806258,0.6457180990948338,0.6453927639496171,0.597463333608075,0.4259876749928267,0.6184987978173653,0.5778116600131312,722109,674606,417243,257363,304866
0.7,ConfigC,SimpleUNet,Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,528,12,0.5887815982930787,0.456745149899132,0.6553920525401321,0.6329630733561826,0.6023881437666363,0.4310124739428893,0.6440610900750005,0.5657802353944269,722109,634342,408555,225787,313554
