Epoch,TrainLoss,TrainDice,TrainIoU,TrainGlobalDice,TrainGlobalIoU,ValLoss,ValDice,ValIoU,ValGlobalDice,ValGlobalIoU
1,1.0641751939600164,0.14347211157561873,0.08438515925353789,0.15168019049218942,0.0851717660723967,1.2538861338839387,0.15999565852072203,0.0908939518373121,0.15659471352895102,0.08568735877898606
2,0.8114514107537734,0.3599025494443229,0.24331187954257158,0.3758302230097644,0.23876505455473898,0.8425586476470485,0.301993799734522,0.21104949079171725,0.34862650922414934,0.21968782111776597
3,0.6855367050058656,0.46276586995138413,0.33160136243127725,0.47959143978398433,0.3248700579049597,0.7332434338150602,0.4416723801105311,0.31453279360677255,0.4325629568686991,0.2842060812382084
4,0.6362230421660783,0.5024850415681753,0.3692333907770922,0.5199280844809819,0.3610898393341345,0.7674791731617667,0.41419087530988635,0.28974474673018313,0.41237070005048404,0.26710626595851145
5,0.611827278001742,0.5209493050321501,0.3876108373878161,0.5354788890955123,0.37706455756462626,0.9855937628131924,0.1991834610650795,0.1301995289652664,0.21278634693099702,0.12372106655493839
6,0.5990491802138942,0.5305789224440595,0.3974630439037143,0.5464285641981216,0.3876597035688336,0.7725662485216603,0.38465993704669404,0.2718986655218583,0.38743801544787304,0.247179816674554
7,0.578846892414542,0.5466939817098054,0.41294767858775017,0.5618709565636206,0.4011325664854572,0.9827618224151207,0.1994600140652596,0.13145066656560092,0.21658702179784314,0.12695876992161265
8,0.5611850364593329,0.5600857714723263,0.42680636885600143,0.5789520475082099,0.4192862581770093,0.906932607293129,0.28136010708517917,0.18671144170352727,0.2799058835966254,0.16818574960048008
9,0.5519893643047128,0.5672678641926545,0.4338401994522806,0.5821847246548573,0.4220494555291272,0.7081321994915153,0.44878147294123966,0.3252035943283276,0.45134936634338263,0.30119109506521263
10,0.5359467968054406,0.579302407148016,0.44525455899972033,0.5991421282388173,0.43924611997972063,0.746839407944318,0.4167887153682837,0.3043318636447645,0.4289726163834623,0.28353054171071995
11,0.5264048381623897,0.5878579415284194,0.4538008930379307,0.6041374359666914,0.44486207593619437,0.7668838051683975,0.39214452051303605,0.280485601587729,0.4018625132739544,0.26071479137648235
12,0.5245827239538942,0.5893908609672414,0.4550327922931159,0.5996580523039613,0.4400344762298,0.6614221530881795,0.4840133876511545,0.3577382087030194,0.4818203923941562,0.32762111847599346
13,0.5159890433507306,0.5958566423505545,0.46177752276084255,0.6066556289163115,0.4485241077695187,0.6132144112930153,0.5272528768488856,0.3978293673558669,0.5263104774057865,0.368269262412055
14,0.49951328533133127,0.609059648007735,0.47357976019334097,0.6227617279759475,0.4637325694905473,0.5720507588350412,0.5538229998765569,0.42840509940729,0.5741056943255843,0.4161413481571909
15,0.49515205878135443,0.6125103687193221,0.47904655086511577,0.6222054236462679,0.46488546761049127,0.778690354616353,0.4035040961409157,0.2929447306828065,0.4125712832831072,0.27019265663781855
16,0.48941750918793214,0.6164551606135709,0.4837298097645307,0.6294797486927989,0.47218051579381737,0.8050974415558757,0.40535613663043035,0.28756536232928437,0.3964929362815438,0.2536727666967746
17,0.47206796301746523,0.6302875672140485,0.497110856781629,0.644047417569083,0.48738973352501724,0.6304076759878433,0.5150058901671207,0.38617666201158,0.5236014572508407,0.3661404446218953
18,0.47331999926888324,0.6296342582163679,0.49640676111297366,0.6437442181752874,0.486373138934519,0.5367944030599161,0.5811572352593596,0.4564946595240723,0.5992995681184711,0.4434639009449518
19,0.46344040476946863,0.6374088513435094,0.5038115128197453,0.6500948533270653,0.49414792539576047,0.5393052892477224,0.5799961516802962,0.4513239570413575,0.5981966220406871,0.44071338596669113
20,0.4515158813688662,0.647530788265459,0.5140375470162019,0.6597649757206053,0.5036927955950816,0.7974873733791438,0.40455513357213047,0.2822974652729251,0.39991795627230947,0.25630689914705174
21,0.4557753041531746,0.6431449790811771,0.5100359857662932,0.6587347735880644,0.5032897176003301,0.7042178699012959,0.46101806544219004,0.3422252971001647,0.47745704938742245,0.3248591653325341
22,0.44742789661342447,0.649080835331183,0.5169255471993963,0.6617064179925175,0.5064502818292225,0.7484312658057068,0.42259443777077127,0.31071965886054165,0.4398126768117601,0.2933838886745048
23,0.4296637135860208,0.6633993074684948,0.5311378335168997,0.679217250799978,0.5256488859992136,0.8322705513600147,0.35295849349914177,0.2478418551582956,0.3604493441173073,0.22747209817735534
24,0.42135356710135163,0.6705036158492039,0.5387577254373532,0.6845284611131851,0.5310888099786523,0.549972209402106,0.5747988126946219,0.44637620945771533,0.5919483165172014,0.4329320407387885
25,0.4131851630261192,0.6778615812299313,0.5471365516279618,0.690962397989321,0.5396424134370762,0.5441183873424025,0.5686869178757523,0.44373096841754334,0.587382447764729,0.4284441675426382
26,0.4077541487557547,0.6807382690006649,0.5493819116578473,0.6960227524063417,0.5446794336153702,0.8294988890940492,0.3546799354001202,0.2517352297154227,0.3776646608656103,0.2419674554698621
27,0.4107004621054058,0.6783742090300112,0.5469380274608537,0.6924905047643107,0.5415844074389958,0.555702838143616,0.5668300041420893,0.4398875159747673,0.5798094222942988,0.41994297764066496
28,0.3986131163047893,0.6875547220470843,0.5567464501681653,0.7038339094149989,0.5529236509646107,0.7490314771280144,0.43824572827328334,0.31870713135735557,0.445705850580425,0.2953630664922071
