RunTag,FeatureConfig,ModelName,RunName,RunId,ModelRunId,Split,Checkpoint,Threshold,Samples,InputChannels,MeanDice,MeanIoU,MeanPrecision,MeanRecall,GlobalDice,GlobalIoU,GlobalPrecision,GlobalRecall,GroundTruthPixels,PredictedPixels,TruePositivePixels,FalsePositivePixels,FalseNegativePixels
101622,ConfigC,SimpleUNet,Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,Test,BestModel.pt,0.6,528,12,0.5897897170286198,0.4571921618806258,0.6457180990948338,0.6453927639496171,0.597463333608075,0.42598767499282675,0.6184987978173653,0.5778116600131312,722109,674606,417243,257363,304866
