RunTag,FeatureConfig,ModelName,RunName,RunId,InputChannels,Epochs,BestEpoch,BestValMeanDice,BestModelPath,LastModelPath,TrainingHistoryPath
101840,ConfigC,TransformerUNet,Bs4Ep50_TL4_TH4_SE_D010_LR5e5_TransformerPlus,TransformerUNet_Bs4Ep50_TL4_TH4_SE_D010_LR5e5_TransformerPlus,12,50,39,0.620687273189877,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101840/ConfigC/TransformerUNet_Bs4Ep50_TL4_TH4_SE_D010_LR5e5_TransformerPlus/Checkpoints/BestModel.pt,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101840/ConfigC/TransformerUNet_Bs4Ep50_TL4_TH4_SE_D010_LR5e5_TransformerPlus/Checkpoints/LastModel.pt,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101840/ConfigC/TransformerUNet_Bs4Ep50_TL4_TH4_SE_D010_LR5e5_TransformerPlus/Metrics/TrainingHistory.csv
