RunTag,FeatureConfig,ModelName,RunName,RunId,InputChannels,Epochs,BestEpoch,BestValMeanDice,BestModelPath,LastModelPath,TrainingHistoryPath
101622,ConfigB,SimpleUNet,Bs4Ep30_D005_LR1e4_DatedFull,SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull,9,30,26,0.5733432799126162,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull/Checkpoints/BestModel.pt,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull/Checkpoints/LastModel.pt,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigB/SimpleUNet_Bs4Ep30_D005_LR1e4_DatedFull/Metrics/TrainingHistory.csv
