Epoch,TrainLoss,TrainDice,TrainIoU,TrainGlobalDice,TrainGlobalIoU,ValLoss,ValDice,ValIoU,ValGlobalDice,ValGlobalIoU
1,0.9453988259101843,0.2699448227136925,0.18397545637089413,0.28879711072703107,0.18603197287946477,0.8052667485493602,0.3380294783097325,0.237052171349977,0.3750880286944183,0.23941570397635753
2,0.6655966971892041,0.47430710285424266,0.3435010662309556,0.5031642753010247,0.3459823596394808,0.7532774652495529,0.3799262266944755,0.26659082604402845,0.4100024279094104,0.2658091765461546
3,0.6181775206191973,0.5127234721054917,0.3801011760060496,0.540438292049402,0.38162567937325564,0.7764284310467315,0.38541017388078297,0.2727480709665652,0.42301714188899053,0.2760508324612271
4,0.584519925708701,0.5391618160708935,0.4052414592642356,0.5624416800725411,0.4038098608840673,0.6645570503491344,0.4856376631016081,0.3565641792321747,0.5137336758727377,0.3547171147145105
5,0.5619986004788767,0.5559465231966566,0.42321263773475665,0.5798804035603806,0.4205416574735533,0.7187542782136889,0.4356428849877733,0.32012996455710946,0.45994849107933766,0.31081801599286724
6,0.547141074723044,0.566923565462398,0.4341659848954402,0.5938711170072988,0.4353469453887233,0.7781430516730655,0.39390631477263843,0.27822511682681966,0.42607570061403693,0.27991825638508255
7,0.5261335048534266,0.5833883498275241,0.45059895038290265,0.6080233310893565,0.449187290171379,0.8421929724740259,0.3363176845053424,0.23920832577583,0.3796385700275377,0.24409577802754834
8,0.5165626270236907,0.5903854189295467,0.4574036995128898,0.6153720773290843,0.45644862290362936,1.0023126895680572,0.19535430374293933,0.13385085666925822,0.23379929364969423,0.14024090947004858
9,0.4971709526688248,0.607017101592977,0.47505974753868657,0.6307197429251845,0.47297870120118285,0.5805490565570918,0.5336657198089542,0.41142807799306785,0.5734571501838438,0.4157693837910439
10,0.4872946167582428,0.6133150815625082,0.48140866367460844,0.6372995840312986,0.4815108536004827,0.5707801307241122,0.5514661466533487,0.4229554165944909,0.5705314377943674,0.412679535195683
11,0.47582818601619115,0.6238987255825305,0.49094196404833773,0.645546510090097,0.4897741931794803,0.6073409379883246,0.5173371258107099,0.3920262616240617,0.5554016554220156,0.3967728762125427
12,0.4644809179491811,0.6341878181299219,0.5023688116993803,0.6574536677595083,0.5015304018078106,0.597963630250006,0.5280944549224593,0.4014363208729209,0.5648468847979199,0.406749619001692
13,0.45164531164548616,0.6423104260020055,0.5105801935477013,0.6660432163867858,0.512012310761523,0.6415499437487486,0.4854680581977873,0.3677417863103928,0.5182739773934538,0.36336922216596024
14,0.4362766000792965,0.6553841621264235,0.5233516754981663,0.6741597097149337,0.5210217024175474,0.5938840601028819,0.5339348630020113,0.4065517500946016,0.5649207876712987,0.40643533985271596
15,0.4270952014954059,0.6632766569783162,0.53105513837382,0.6807971754921721,0.5277549009044449,0.5801674938111594,0.5422830256548795,0.4152025730546677,0.5716551572761752,0.4143994572487744
16,0.41179652884602547,0.6768271221247103,0.5459442684342238,0.6947649779136885,0.5444321171138677,0.6573802593982581,0.4839339747347615,0.36143601335810893,0.5229612272232771,0.3642139480533925
17,0.4000456098757394,0.6855084875042176,0.555614991174019,0.7008475228515151,0.55232753420805,0.519561309706081,0.5869379847338705,0.46444452892650256,0.6327847470388268,0.4755819548260082
18,0.3895352364505653,0.6944716886508387,0.5647367452355948,0.7095909713731183,0.5617915518678628,0.6580222300959356,0.48508124832402577,0.36177675205875526,0.5215920729167534,0.3630987646791971
19,0.3750208957096586,0.7050305944565055,0.5762114758518609,0.7212844791930991,0.5752209016521063,0.5373966246843338,0.5719510003021269,0.4485716405465747,0.6082520027729598,0.44947394107778865
