RunTag,FeatureConfig,Split,FeaturePath,MaskPath,Samples,ExpectedSamples,Channels,ExpectedChannels,Height,Width,Xdtype,Ydtype,XFinite,YBinary,MaskPositivePixels,XMin,XMax,XMean,XStd,WindSpeedMin,WindSpeedMax,WindSpeedMean,WindDirCosMin,WindDirCosMax,WindDirSinMin,WindDirSinMax
101622,ConfigC,Train,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigC/Features/TrainFeatures.npy,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigC/Features/TrainMasks.npy,2463,2463,12,12,200,200,float32,uint8,True,True,3131571,-8.0,8.0,2.4366142749786377,3.4199044704437256,0.08967697620391846,8.0,3.768289089202881,-0.9999989867210388,0.9999989867210388,-0.9999918341636658,0.9999997615814209
101622,ConfigC,Validation,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigC/Features/ValidationFeatures.npy,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigC/Features/ValidationMasks.npy,528,528,12,12,200,200,float32,uint8,True,True,655526,-8.0,8.0,2.4324257373809814,3.4215872287750244,0.15991614758968353,8.0,3.712664842605591,-0.9999966025352478,0.9999988079071045,-0.9998806118965149,0.9999968409538269
101622,ConfigC,Test,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigC/Features/TestFeatures.npy,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101622/ConfigC/Features/TestMasks.npy,528,528,12,12,200,200,float32,uint8,True,True,722109,-8.0,8.0,2.4559361934661865,3.418625831604004,0.20117351412773132,8.0,3.804497241973877,-0.9999991059303284,0.999986469745636,-0.9999998211860657,0.9999702572822571
