SampleId,Threshold,PredictionProbabilityMean,PredictionProbabilityMax,GroundTruthPixels,PredictedPixels,TruePositivePixels,FalsePositivePixels,FalseNegativePixels,TrueNegativePixels,Dice,IoU,Precision,Recall
6903afdc-167b-4fdb-8f51-6f1d58111946,0.5,0.026314102113246918,0.9988464117050171,756,1025,715,310,41,38934,0.8029197081398541,0.6707317076259551,0.6975609759048185,0.9457671958389323
365a3850-e629-476a-83cf-dc4ef3355295,0.5,0.04091046378016472,0.9986969828605652,96,1621,96,1525,0,38379,0.11182294751786664,0.05922270261614885,0.05922270261614885,1.0
1545c4a6-add6-4acb-9a74-4de5a97e8843,0.5,0.017286762595176697,0.9997900128364563,560,697,400,297,160,39143,0.6364359589208942,0.4667444580318034,0.5738880924334461,0.7142857147959184
e00a0f4f-f778-43a7-bb30-0fb8c1ed99d1,0.5,0.015048139728605747,0.9999022483825684,731,599,545,54,186,39215,0.8195488723161287,0.694267516313035,0.909849749733139,0.7455540359157947
1b6aba7b-2f80-41ec-b6b3-f07739b609a1,0.5,0.016695888713002205,0.998956561088562,531,615,420,195,111,39274,0.7329842934267152,0.5785123972747763,0.6829268297838588,0.7909604523710726
04547b46-ef41-4254-b553-a11f16acbd40,0.5,0.02453702874481678,0.9995846152305603,997,983,763,220,234,38783,0.7707070708228753,0.626951520438002,0.7761953206752845,0.7652958878983993
b9df4252-d935-4884-a61e-84e58a75769b,0.5,0.025810690596699715,0.9999911785125732,2622,1020,943,77,1679,37301,0.5178473367606131,0.34938866270863705,0.9245098039955786,0.35964912305123986
a833f58b-77e2-4984-9119-f3437717bb17,0.5,0.023164723068475723,0.9997875094413757,428,925,399,526,29,39046,0.5898004437621578,0.4182389943205042,0.43135135196610663,0.9322429908125164
28b6bb2b-3fae-422d-bbfa-856ec84d7804,0.5,0.0381501205265522,0.9997496008872986,789,1499,595,904,194,38307,0.5201048953146395,0.35144713564592606,0.3969312879273307,0.7541191384611925
b79fa8ed-1650-487b-91f2-ea5cfe04cadc,0.5,0.029734311625361443,0.9999786615371704,254,1144,254,890,0,38856,0.3633762522436507,0.2220279727080175,0.2220279727080175,1.0
d2547ba7-fc8c-4e48-8481-352a3a4d4b21,0.5,0.02215396985411644,0.9992874264717102,624,807,447,360,177,39016,0.6247379457549,0.4542682932375322,0.553903346277691,0.7163461543007273
c8bdeb22-a3ba-4788-81cc-093056de4a8e,0.5,0.03448593616485596,0.9995812773704529,1623,1366,1245,121,378,38256,0.8330545333445786,0.7138761469530527,0.9114202050428842,0.7670979668717819
b29e84a0-c8ab-4251-8124-54afcb4ceb9c,0.5,0.020839551463723183,0.9999650716781616,1150,823,737,86,413,38764,0.7470856564890594,0.5962783174787392,0.8955042528608697,0.6408695655296786
5da1b659-166e-4285-843d-f71c29baa660,0.5,0.01974325440824032,0.9978062510490417,636,757,475,282,161,39082,0.6819813354759645,0.5174291944254584,0.6274768829227518,0.7468553463099759
0eb3d9ee-d7ac-4344-8748-119817f51be3,0.5,0.021302809938788414,0.9996142387390137,413,854,400,454,13,39133,0.631412786399832,0.4613610156155006,0.46838407556395306,0.968523002497523
e2a81b7c-3fcf-4a28-afc6-6929aa7d6c7e,0.5,0.0005933383363299072,0.14263954758644104,1319,0,0,0,1319,38681,7.581501131477254e-10,7.581501131477254e-10,1.0,7.581501131477254e-10
289dbcc3-8a1b-46fd-afd8-ed61454f54b5,0.5,0.06866125017404556,0.9991466999053955,1206,2617,1204,1413,2,37381,0.6298718285038264,0.4597174496144646,0.4600687812533173,0.998341625208672
0330995a-5e30-4cb2-8ed7-f74c1e272b98,0.5,0.026600833982229233,0.999247670173645,1101,1041,743,298,358,38601,0.6937441644753763,0.5310936386482532,0.7137367918215785,0.6748410538829781
bfe23d76-85f1-4a6a-bfe6-5483a3869049,0.5,0.02002720907330513,0.9996234178543091,1375,801,773,28,602,38597,0.7104779413095231,0.5509622241261851,0.9650436954244148,0.5621818185002314
dd4a4e28-9a9f-41a8-84e4-d20673ca31cd,0.5,0.05974966287612915,0.9996746778488159,2281,2402,1911,491,370,37228,0.8161434977971078,0.6893939395059907,0.7955870109094143,0.8377904428593642
67756e67-f943-4f44-a748-c0ac2d86403e,0.5,0.05466364696621895,0.9996342658996582,3059,2196,2012,184,1047,36757,0.7657469077515229,0.620413197773539,0.9162112932986288,0.6577312848454622
789c743e-c04a-4aad-b156-67f965c09105,0.5,0.02709721401333809,0.9998179078102112,967,1083,936,147,31,38886,0.9131707317496729,0.8402154399998065,0.8642659281031708,0.9679420889680019
7f4bf604-90fe-431f-8812-9496e3ef716a,0.5,0.02540411800146103,0.9987289309501648,625,1011,455,556,170,38819,0.556234719097656,0.38526672363652265,0.450049456528141,0.7280000004352
d29a55fc-23bc-4927-a41e-11365cf2b68a,0.5,0.020552488043904305,0.9967233538627625,368,777,319,458,49,39174,0.5572052405613928,0.38619854795859737,0.41055341131202905,0.8668478264487831
c18da7a8-eed2-49db-b6d8-9d0bcb91013b,0.5,0.013829533010721207,0.9823075532913208,1162,488,0,488,1162,38350,6.060606056932966e-10,6.060606056932966e-10,2.0491803236697123e-09,8.605851971939885e-10
