SampleId,Threshold,PredictionProbabilityMean,PredictionProbabilityMax,GroundTruthPixels,PredictedPixels,TruePositivePixels,FalsePositivePixels,FalseNegativePixels,TrueNegativePixels,Dice,IoU,Precision,Recall
6903afdc-167b-4fdb-8f51-6f1d58111946,0.6,0.021919338032603264,0.9989921450614929,756,843,698,145,58,39099,0.8730456536128545,0.7746947838238681,0.8279952552455573,0.9232804233819042
365a3850-e629-476a-83cf-dc4ef3355295,0.6,0.010595004074275494,0.9962537288665771,96,358,85,273,11,39631,0.37444934058491336,0.23035230560880132,0.2374301697278487,0.8854166678602431
1545c4a6-add6-4acb-9a74-4de5a97e8843,0.6,0.015200846828520298,0.9983193278312683,560,555,315,240,245,39200,0.565022421914778,0.3937500007578125,0.5675675683467251,0.56250000078125
e00a0f4f-f778-43a7-bb30-0fb8c1ed99d1,0.6,0.008528138510882854,0.998741090297699,731,310,310,0,421,39269,0.5955811723385387,0.4240766081749978,1.0,0.4240766081749978
1b6aba7b-2f80-41ec-b6b3-f07739b609a1,0.6,0.01234580110758543,0.9988617897033691,531,477,409,68,122,39401,0.8115079366949326,0.6828046749869705,0.8574423483072487,0.7702448215249627
04547b46-ef41-4254-b553-a11f16acbd40,0.6,0.014449597336351871,0.9784061908721924,997,539,512,27,485,38976,0.6666666668836806,0.5000000004882812,0.9499072357144578,0.5135406223535199
b9df4252-d935-4884-a61e-84e58a75769b,0.6,0.03703366965055466,0.9982346296310425,2622,1421,1356,65,1266,37313,0.6707890181373265,0.5046520284686818,0.9542575651271938,0.5171624715800296
a833f58b-77e2-4984-9119-f3437717bb17,0.6,0.008050591684877872,0.998670220375061,428,307,286,21,142,39551,0.7782312928187329,0.636971047579129,0.9315960914280258,0.6682242998405974
28b6bb2b-3fae-422d-bbfa-856ec84d7804,0.6,0.012827703729271889,0.9990822076797485,789,486,416,70,373,39141,0.6525490198803536,0.4842840518227194,0.8559670784856644,0.5272496837423959
b79fa8ed-1650-487b-91f2-ea5cfe04cadc,0.6,0.012189315631985664,0.9898678064346313,254,465,0,465,254,39281,1.3908205822102635e-09,1.3908205822102635e-09,2.1505376297837898e-09,3.937007858515717e-09
d2547ba7-fc8c-4e48-8481-352a3a4d4b21,0.6,0.043274104595184326,0.9953043460845947,624,1628,562,1066,62,38310,0.499111900755279,0.332544379093169,0.34520884561105103,0.9006410258002547
c8bdeb22-a3ba-4788-81cc-093056de4a8e,0.6,0.029356732964515686,0.9978011250495911,1623,1147,1126,21,497,38356,0.8129963899592071,0.6849148420408061,0.9816913688041051,0.6937769564425281
b29e84a0-c8ab-4251-8124-54afcb4ceb9c,0.6,0.018277432769536972,0.9993434548377991,1150,703,656,47,494,38803,0.7080410147285262,0.5480367589406543,0.9331436700808767,0.5704347829822306
5da1b659-166e-4285-843d-f71c29baa660,0.6,0.02769295871257782,0.996476948261261,636,1026,597,429,39,38935,0.7184115525159979,0.5605633806943067,0.5818713454367725,0.9386792453794351
0eb3d9ee-d7ac-4344-8748-119817f51be3,0.6,0.01902373880147934,0.9993626475334167,413,747,406,341,7,39246,0.7000000002586206,0.5384615390736585,0.5435073633955725,0.9830508474986662
e2a81b7c-3fcf-4a28-afc6-6929aa7d6c7e,0.6,0.04201618954539299,0.998590886592865,1319,1630,1214,416,105,38265,0.8233299424132485,0.6997118157350365,0.7447852762301931,0.9203942381194888
289dbcc3-8a1b-46fd-afd8-ed61454f54b5,0.6,0.0564412958920002,0.9971094727516174,1206,2180,1000,1180,206,37614,0.590667454344162,0.4191114838981092,0.45871559657857086,0.829187396493211
0330995a-5e30-4cb2-8ed7-f74c1e272b98,0.6,0.041724469512701035,0.9977286458015442,1101,1574,650,924,451,37975,0.4859813086033715,0.32098765465630236,0.4129606102840148,0.5903723891095618
bfe23d76-85f1-4a6a-bfe6-5483a3869049,0.6,0.02677135355770588,0.9986672401428223,1375,1047,1030,17,345,38608,0.8505367465522143,0.7399425289224552,0.9837631327757754,0.7490909092733884
dd4a4e28-9a9f-41a8-84e4-d20673ca31cd,0.6,0.06534842401742935,0.995278000831604,2281,2579,2019,560,262,37159,0.8308641975656658,0.7106652588135639,0.7828615743377816,0.8851380973760904
67756e67-f943-4f44-a748-c0ac2d86403e,0.6,0.051995329558849335,0.9993941783905029,3059,2017,1876,141,1183,36800,0.7391646966628911,0.586250000129297,0.9300941993405581,0.6132723113392377
789c743e-c04a-4aad-b156-67f965c09105,0.6,0.03130914270877838,0.9993299245834351,967,1217,962,255,5,38778,0.88095238100689,0.7872340427273044,0.7904683650037235,0.9948293691883874
