RunTag,FeatureConfig,ModelName,RunName,RunId,InputChannels,Epochs,BestEpoch,BestValMeanDice,BestModelPath,LastModelPath,TrainingHistoryPath
101840,ConfigB,TransformerUNet,Bs4Ep50_TL4_TH4_SE_D010_LR5e5_TransformerPlus,TransformerUNet_Bs4Ep50_TL4_TH4_SE_D010_LR5e5_TransformerPlus,9,50,32,0.6138245883313093,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101840/ConfigB/TransformerUNet_Bs4Ep50_TL4_TH4_SE_D010_LR5e5_TransformerPlus/Checkpoints/BestModel.pt,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101840/ConfigB/TransformerUNet_Bs4Ep50_TL4_TH4_SE_D010_LR5e5_TransformerPlus/Checkpoints/LastModel.pt,/data/users/kabasmen/MethaneProjectTFM/Outputs/Experiments/101840/ConfigB/TransformerUNet_Bs4Ep50_TL4_TH4_SE_D010_LR5e5_TransformerPlus/Metrics/TrainingHistory.csv
